siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
85,大城,彰化縣,38,相對濕度,RH,%,"2024-09-08 18:00",92
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 18:00",5
85,大城,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 18:00",1.95
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 18:00",3.7
35,二林,彰化縣,38,相對濕度,RH,%,"2024-09-08 18:00",98
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 18:00",8
35,二林,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 18:00",1.89
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 18:00",1.84
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 18:00",2.5
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 18:00",0.5
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 18:00",3.1
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 18:00",17
35,二林,彰化縣,3,臭氧,O3,ppb,"2024-09-08 18:00",44
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 18:00",0.11
34,線西,彰化縣,38,相對濕度,RH,%,"2024-09-08 18:00",88
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 18:00",20
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 18:00",2
34,線西,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 18:00",1.87
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 18:00",0
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 18:00",27.3
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 18:00",186
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 18:00",3.5
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 18:00",0
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 18:00",195
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 18:00",2.2
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 18:00",0
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 18:00",1.95
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 18:00",3.8
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 18:00",0.9
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 18:00",0
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 18:00",1.87
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 18:00",5
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 18:00",0.8
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 18:00",0.14
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 18:00",1.4
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 18:00",198
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 18:00",4.6
33,彰化,彰化縣,3,臭氧,O3,ppb,"2024-09-08 18:00",41.1
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 18:00",0.11
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 18:00",4.5
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 18:00",0.5
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 18:00",24.9
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 18:00",6
34,線西,彰化縣,3,臭氧,O3,ppb,"2024-09-08 18:00",37.9
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 18:00",23
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 18:00",2.9
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 18:00",1.4
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 18:00",1.4
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 18:00",1.95
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 18:00",0
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 18:00",7
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 18:00",1.4
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 18:00",2.2
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 18:00",213
33,彰化,彰化縣,38,相對濕度,RH,%,"2024-09-08 18:00",88
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 18:00",27.5
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 18:00",3
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 18:00",6
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 18:00",1.97
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 18:00",0.5
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 18:00",26.3
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 18:00",0.8
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 19:00",1
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 19:00",1.97
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 19:00",3.7
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 19:00",4.5
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 19:00",0.8
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 19:00",2.8
34,線西,彰化縣,3,臭氧,O3,ppb,"2024-09-08 19:00",44.1
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 19:00",0.1
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 19:00",0.7
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 19:00",0
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 19:00",205
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 19:00",1.3
33,彰化,彰化縣,38,相對濕度,RH,%,"2024-09-08 19:00",96
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 19:00",1.7
34,線西,彰化縣,38,相對濕度,RH,%,"2024-09-08 19:00",99
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 19:00",0
34,線西,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 19:00",1.9
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 19:00",1
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 19:00",0.8
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 19:00",211
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 19:00",1.5
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 19:00",0.5
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 19:00",197
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 19:00",0.5
35,二林,彰化縣,38,相對濕度,RH,%,"2024-09-08 19:00",100
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 19:00",47
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 19:00",1
35,二林,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 19:00",1.95
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 19:00",200
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 19:00",24.9
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 19:00",0.5
85,大城,彰化縣,3,臭氧,O3,ppb,"2024-09-08 19:00",39.9
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 19:00",0.06
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 19:00",0.12
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 19:00",170
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 19:00",0.4
85,大城,彰化縣,38,相對濕度,RH,%,"2024-09-08 19:00",98
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 19:00",4
85,大城,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 19:00",2
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 19:00",1
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 19:00",25.9
35,二林,彰化縣,3,臭氧,O3,ppb,"2024-09-08 19:00",40.7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 19:00",8
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 19:00",0.6
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 19:00",2.1
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 19:00",1.9
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 19:00",0
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 19:00",1
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 19:00",112
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 19:00",24.8
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 19:00",0.6
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 19:00",0.11
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 19:00",6
33,彰化,彰化縣,3,臭氧,O3,ppb,"2024-09-08 19:00",39.6
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 19:00",0.7
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 19:00",2.7
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 19:00",3.4
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 19:00",1.89
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 19:00",0
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 19:00",0.3
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 19:00",147
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 19:00",3
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 19:00",1.99
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 19:00",2.6
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 19:00",1
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 19:00",1.5
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 19:00",2
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 19:00",25
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 19:00",0
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 19:00",0.5
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 19:00",4
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 19:00",0
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 20:00",0.8
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 20:00",1.3
85,大城,彰化縣,3,臭氧,O3,ppb,"2024-09-08 20:00",36.6
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 20:00",0.07
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 20:00",0.5
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 20:00",75
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 20:00",1.4
35,二林,彰化縣,38,相對濕度,RH,%,"2024-09-08 20:00",100
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 20:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 20:00",1.96
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 20:00",0
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 20:00",26.2
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 20:00",96
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 20:00",1.7
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 20:00",0
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 20:00",2.17
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 20:00",2.1
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 20:00",2.6
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 20:00",0.7
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 20:00",194
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 20:00",0.8
33,彰化,彰化縣,38,相對濕度,RH,%,"2024-09-08 20:00",96
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 20:00",1
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 20:00",2.04
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 20:00",0
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 20:00",25.2
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 20:00",169
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 20:00",0.6
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 20:00",0
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 20:00",2.04
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 20:00",4.8
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 20:00",0.4
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 20:00",5.2
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 20:00",5
33,彰化,彰化縣,3,臭氧,O3,ppb,"2024-09-08 20:00",36.2
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 20:00",0.13
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 20:00",0.5
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 20:00",0.4
34,線西,彰化縣,38,相對濕度,RH,%,"2024-09-08 20:00",99
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 20:00",1
34,線西,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 20:00",1.91
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 20:00",0
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 20:00",25.2
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 20:00",154
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 20:00",0.4
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 20:00",0.01
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 20:00",1.92
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 20:00",103
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 20:00",1.8
85,大城,彰化縣,38,相對濕度,RH,%,"2024-09-08 20:00",98
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 20:00",1
85,大城,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 20:00",2.17
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 20:00",0
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 20:00",25.1
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 20:00",74
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 20:00",2
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 20:00",0
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 20:00",3.4
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 20:00",11
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 20:00",9
35,二林,彰化縣,3,臭氧,O3,ppb,"2024-09-08 20:00",35.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 20:00",0.13
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 20:00",183
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 20:00",1.91
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 20:00",1.9
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 20:00",0.4
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 20:00",2.3
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 20:00",0.11
34,線西,彰化縣,3,臭氧,O3,ppb,"2024-09-08 20:00",41.1
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 20:00",3
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 20:00",3.1
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 20:00",0.4
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 21:00",1
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 21:00",4.6
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 21:00",0.6
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 21:00",0.15
33,彰化,彰化縣,3,臭氧,O3,ppb,"2024-09-08 21:00",29.9
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 21:00",7
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 21:00",5.4
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 21:00",0.8
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 21:00",2.02
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 21:00",0
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 21:00",0.8
35,二林,彰化縣,3,臭氧,O3,ppb,"2024-09-08 21:00",30
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 21:00",1.8
85,大城,彰化縣,38,相對濕度,RH,%,"2024-09-08 21:00",98
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 21:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 21:00",2.19
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 21:00",0
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 21:00",26
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 21:00",90
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 21:00",2.2
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 21:00",0.01
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 21:00",2.2
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 21:00",4.5
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 21:00",1.2
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 21:00",5.8
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 21:00",9
85,大城,彰化縣,3,臭氧,O3,ppb,"2024-09-08 21:00",29.8
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 21:00",0.07
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 21:00",0.8
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 21:00",71
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 21:00",1.7
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 21:00",0
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 21:00",24.9
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 21:00",45
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 21:00",1.4
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 21:00",0
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 21:00",2.02
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 21:00",4.4
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 21:00",0.5
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 21:00",5
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 21:00",19
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 21:00",25.9
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 21:00",0
33,彰化,彰化縣,38,相對濕度,RH,%,"2024-09-08 21:00",92
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 21:00",0.4
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 21:00",24
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 21:00",103
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 21:00",2.02
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 21:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 21:00",2.08
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 21:00",9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 21:00",0.15
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 21:00",0.6
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 21:00",93
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 21:00",0.3
34,線西,彰化縣,38,相對濕度,RH,%,"2024-09-08 21:00",97
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 21:00",4
34,線西,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 21:00",1.96
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 21:00",0
35,二林,彰化縣,38,相對濕度,RH,%,"2024-09-08 21:00",100
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 21:00",25.7
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 21:00",112
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 21:00",0.3
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 21:00",0.03
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 21:00",1.99
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 21:00",5.6
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 21:00",0.5
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 21:00",6.1
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 21:00",6
34,線西,彰化縣,3,臭氧,O3,ppb,"2024-09-08 21:00",32.7
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 21:00",0.17
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 21:00",0.7
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 22:00",0.18
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 22:00",0.01
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 22:00",0.9
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 22:00",61
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 22:00",25.9
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 22:00",0
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 22:00",0.6
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 22:00",0.01
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 22:00",0.7
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 22:00",145
85,大城,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 22:00",2.31
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 22:00",86
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 22:00",10
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 22:00",5.6
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 22:00",0.4
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2024-09-08 22:00",1.1
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 22:00",4.6
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 22:00",2.33
33,彰化,彰化縣,3,臭氧,O3,ppb,"2024-09-08 22:00",25.3
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 22:00",5.2
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 22:00",2.13
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2024-09-08 22:00",5.1
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2024-09-08 22:00",2.1
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-09-08 22:00",0
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-09-08 22:00",0.5
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2024-09-08 22:00",309
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2024-09-08 22:00",24.9
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2024-09-08 22:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2024-09-08 22:00",2.13
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-08 22:00",1
35,二林,彰化縣,38,相對濕度,RH,%,"2024-09-08 22:00",100
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-09-08 22:00",0.4
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2024-09-08 22:00",11
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2024-09-08 22:00",0.6
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2024-09-08 22:00",0.08
85,大城,彰化縣,3,臭氧,O3,ppb,"2024-09-08 22:00",28.5
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-09-08 22:00",7
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2024-09-08 22:00",5.7
