siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 03:00",2.2
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 03:00",3
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 03:00",2.02
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 03:00",0.01
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 03:00",11.2
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 03:00",43
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 03:00",13.3
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 03:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 03:00",2.02
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 03:00",23
85,大城,彰化縣,38,相對濕度,RH,%,"2025-02-04 03:00",83
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 03:00",10.8
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 03:00",44
139,員林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 03:00",0.8
139,員林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 03:00",0.26
139,員林,彰化縣,3,臭氧,O3,ppb,"2025-02-04 03:00",41
139,員林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 03:00",21
139,員林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 03:00",4.6
139,員林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 03:00",1.2
139,員林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 03:00",3
139,員林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 03:00",2.09
139,員林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 03:00",0.02
139,員林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 03:00",3.9
139,員林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 03:00",110
139,員林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 03:00",
139,員林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 03:00",
139,員林,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 03:00",2.06
139,員林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 03:00",16
139,員林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 04:00",
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 04:00",0.6
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 04:00",0.24
33,彰化,彰化縣,3,臭氧,O3,ppb,"2025-02-04 04:00",43
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 04:00",20
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 04:00",3.6
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 04:00",0
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 04:00",3
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 04:00",2.06
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 04:00",0.01
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 04:00",3.1
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 04:00",26
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 04:00",12.3
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 04:00",0
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 04:00",2.04
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 04:00",14
33,彰化,彰化縣,38,相對濕度,RH,%,"2025-02-04 04:00",74
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 04:00",3
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 04:00",25
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 04:00",1.1
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 04:00",0.23
34,線西,彰化縣,3,臭氧,O3,ppb,"2025-02-04 04:00",43
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 04:00",30
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 04:00",4
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 04:00",0
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 04:00",4
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 04:00",2
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 04:00",0.02
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 04:00",8.9
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 04:00",34
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 04:00",11.9
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 04:00",0
34,線西,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 04:00",1.98
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 04:00",13
34,線西,彰化縣,38,相對濕度,RH,%,"2025-02-04 04:00",78
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 04:00",8.9
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 04:00",35
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 04:00",2.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 04:00",0.25
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-02-04 04:00",43
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 04:00",35
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 04:00",3.6
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 04:00",0.7
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 04:00",2
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 04:00",2
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 04:00",0.02
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 04:00",6.5
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 04:00",31
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 04:00",11.8
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 04:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 04:00",1.99
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 04:00",12
35,二林,彰化縣,38,相對濕度,RH,%,"2025-02-04 04:00",77
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 04:00",6.7
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 04:00",31
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 04:00",1.4
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 04:00",0.17
85,大城,彰化縣,3,臭氧,O3,ppb,"2025-02-04 04:00",47
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 04:00",52
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 04:00",5
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 04:00",2.1
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 04:00",2
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 04:00",2.04
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 04:00",0.02
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 04:00",9.5
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 04:00",45
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 04:00",13.3
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 04:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 04:00",2.02
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 04:00",14
85,大城,彰化縣,38,相對濕度,RH,%,"2025-02-04 04:00",79
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 04:00",10
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 04:00",49
139,員林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 04:00",0.8
139,員林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 04:00",0.26
139,員林,彰化縣,3,臭氧,O3,ppb,"2025-02-04 04:00",41
139,員林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 04:00",22
139,員林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 04:00",4.4
139,員林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 04:00",1.2
139,員林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 04:00",3
139,員林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 04:00",2.09
139,員林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 04:00",0.02
139,員林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 04:00",4
139,員林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 04:00",85
139,員林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 04:00",
139,員林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 04:00",
139,員林,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 04:00",2.06
139,員林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 04:00",16
139,員林,彰化縣,38,相對濕度,RH,%,"2025-02-04 04:00",
139,員林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 04:00",
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 05:00",2
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 05:00",0.4
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 05:00",0.24
33,彰化,彰化縣,3,臭氧,O3,ppb,"2025-02-04 05:00",40
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 05:00",8
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 05:00",5.2
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 05:00",0.1
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 05:00",5
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 05:00",2.08
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 05:00",0.03
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 05:00",3.2
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 05:00",19
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 05:00",12.5
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 05:00",0
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 05:00",2.04
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 05:00",9
33,彰化,彰化縣,38,相對濕度,RH,%,"2025-02-04 05:00",72
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 05:00",2.5
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 05:00",25
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 05:00",1.3
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 05:00",0.23
34,線西,彰化縣,3,臭氧,O3,ppb,"2025-02-04 05:00",42
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 05:00",20
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 05:00",5
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 05:00",0
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 05:00",5
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 05:00",1.99
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 05:00",0.02
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 05:00",8.8
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 05:00",31
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 05:00",12.1
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 05:00",0
34,線西,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 05:00",1.97
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 05:00",15
34,線西,彰化縣,38,相對濕度,RH,%,"2025-02-04 05:00",76
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 05:00",8.1
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 05:00",31
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 05:00",2.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 05:00",0.25
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-02-04 05:00",42
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 05:00",32
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 05:00",3.4
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 05:00",0.7
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 05:00",2
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 05:00",0.01
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 05:00",6.9
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 05:00",30
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 05:00",11.8
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 05:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 05:00",2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 05:00",10
35,二林,彰化縣,38,相對濕度,RH,%,"2025-02-04 05:00",75
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 05:00",6
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 05:00",31
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 05:00",1.4
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 05:00",0.18
85,大城,彰化縣,3,臭氧,O3,ppb,"2025-02-04 05:00",46
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 05:00",42
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 05:00",5
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 05:00",1.5
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 05:00",3
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 05:00",2.04
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 05:00",0.02
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 05:00",10.2
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 05:00",45
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 05:00",13.3
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 05:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 05:00",2.02
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 05:00",21
85,大城,彰化縣,38,相對濕度,RH,%,"2025-02-04 05:00",77
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 05:00",9.9
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 05:00",49
139,員林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 05:00",0.9
139,員林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 05:00",0.27
139,員林,彰化縣,3,臭氧,O3,ppb,"2025-02-04 05:00",39
139,員林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 05:00",14
139,員林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 05:00",4.9
139,員林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 05:00",1.3
139,員林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 05:00",3
139,員林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 05:00",2.09
139,員林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 05:00",0.02
139,員林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 05:00",3.4
139,員林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 05:00",77
139,員林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 05:00",
139,員林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 05:00",
139,員林,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 05:00",2.06
139,員林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 05:00",11
139,員林,彰化縣,38,相對濕度,RH,%,"2025-02-04 05:00",
139,員林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 05:00",
139,員林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 05:00",
139,員林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 06:00",
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 06:00",0.5
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 06:00",0.27
33,彰化,彰化縣,3,臭氧,O3,ppb,"2025-02-04 06:00",40
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 06:00",10
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 06:00",6.3
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 06:00",0.2
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 06:00",6
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 06:00",2.08
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 06:00",0.03
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 06:00",2.3
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 06:00",31
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 06:00",12.5
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 06:00",0
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 06:00",2.04
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 06:00",6
33,彰化,彰化縣,38,相對濕度,RH,%,"2025-02-04 06:00",69
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 06:00",2.3
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 06:00",26
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 06:00",1.6
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 06:00",0.25
34,線西,彰化縣,3,臭氧,O3,ppb,"2025-02-04 06:00",41
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 06:00",30
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 06:00",5.8
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 06:00",0
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 06:00",5
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 06:00",2.02
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 06:00",0.02
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 06:00",8.2
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 06:00",37
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 06:00",12.2
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 06:00",0
34,線西,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 06:00",2
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 06:00",15
34,線西,彰化縣,38,相對濕度,RH,%,"2025-02-04 06:00",70
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 06:00",7.7
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 06:00",36
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 06:00",2.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 06:00",0.25
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-02-04 06:00",42
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 06:00",32
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 06:00",3.9
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 06:00",0.6
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 06:00",3
139,員林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 06:00",
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 06:00",2.02
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 06:00",0.02
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 06:00",6.1
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 06:00",30
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 06:00",11.9
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 06:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 06:00",2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 06:00",10
35,二林,彰化縣,38,相對濕度,RH,%,"2025-02-04 06:00",74
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 06:00",6.2
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 06:00",28
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 06:00",1.6
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 06:00",0.19
85,大城,彰化縣,3,臭氧,O3,ppb,"2025-02-04 06:00",45
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 06:00",48
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 06:00",5.9
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 06:00",1.6
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 06:00",4
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 06:00",2.06
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 06:00",0.02
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 06:00",8.5
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 06:00",53
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 06:00",13.3
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 06:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 06:00",2.04
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 06:00",23
85,大城,彰化縣,38,相對濕度,RH,%,"2025-02-04 06:00",74
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 06:00",9.1
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 06:00",52
139,員林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 06:00",1
139,員林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 06:00",0.28
139,員林,彰化縣,3,臭氧,O3,ppb,"2025-02-04 06:00",39
139,員林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 06:00",14
139,員林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 06:00",5.2
139,員林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 06:00",1.2
139,員林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 06:00",4
139,員林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 06:00",2.09
139,員林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 06:00",0.02
139,員林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 06:00",2
139,員林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 06:00",86
139,員林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 06:00",
139,員林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 06:00",
139,員林,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 06:00",2.06
139,員林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 06:00",8
139,員林,彰化縣,38,相對濕度,RH,%,"2025-02-04 06:00",
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 07:00",0.03
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 07:00",0.5
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 07:00",0.36
33,彰化,彰化縣,3,臭氧,O3,ppb,"2025-02-04 07:00",37
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-04 07:00",22
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-04 07:00",9.5
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2025-02-04 07:00",0.3
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-04 07:00",9
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-04 07:00",2.11
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-04 07:00",0.05
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-04 07:00",2.8
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-04 07:00",26
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-04 07:00",12.7
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2025-02-04 07:00",0
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2025-02-04 07:00",2.06
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-04 07:00",18
33,彰化,彰化縣,38,相對濕度,RH,%,"2025-02-04 07:00",66
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-04 07:00",2.2
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-04 07:00",23
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-04 07:00",1.7
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2025-02-04 07:00",0.28
