Time,Temperature,Humidity,Rain_Chance,Hour,Cloud_Cover
2025/07/01,35,59,0,14,71
2025/07/01,35,59,0,15,64
2025/07/01,34,61,0,16,56
2025/07/01,33,63,0,17,48
2025/07/01,33,65,1,18,37
2025/07/01,31,71,3,19,27
2025/07/01,31,74,3,20,17
2025/07/01,30,78,3,21,29
2025/07/01,29,81,3,22,41
2025/07/01,29,83,3,23,53
