Date,kpt,Temperature,Humidity,Rain,day_week,Hour,label
2024/10/1,590.5,31.4,73,0,2,11,1
2024/10/1,762.75,31.6,73,0,2,12,1
2024/10/1,836.25,30.6,75,0,2,13,1
2024/10/1,846.5,30.1,78,0,2,14,1
2024/10/1,826,30.4,77,0,2,15,1
2024/10/1,803.25,30.5,76,0,2,16,1
2024/10/1,719.25,29.9,79,0,2,17,1
2024/10/1,670.75,29.9,80,0,2,18,1
2024/10/1,697.5,29.7,80,0,2,19,1
2024/10/1,722.75,29.6,79,0,2,20,1
2024/10/1,642,29.2,88,0,2,21,1
2024/10/1,602,28.6,85,0,2,22,1
2024/10/1,576.75,28.6,79,0,2,23,1
2024/10/2,655.5,28.6,79,0,3,0,1
2024/10/2,753.75,27.2,92,1,3,1,1
2024/10/2,696,26.8,94,1,3,2,1
2024/10/2,642.25,26.7,94,1,3,3,1
2024/10/2,577.5,26.8,89,0,3,4,1
2024/10/2,548.5,26.7,88,0,3,5,1
2024/10/2,554.5,26.3,85,0,3,6,1
2024/10/2,491,26.3,87,0,3,7,1
2024/10/2,333,26.6,80,0,3,8,1
2024/10/2,351.75,26.9,82,0,3,9,1
2024/10/2,165,27.1,85,0,3,10,1
2024/10/2,229,28.3,80,0,3,11,1
2024/10/2,314.25,27.9,86,0,3,12,1
2024/10/2,281,27.1,87,0,3,13,1
2024/10/2,302.5,27.2,80,0,3,14,1
2024/10/2,387.75,26.9,80,0,3,15,1
2024/10/2,394.75,26.3,86,0,3,16,1
2024/10/2,419.25,25.8,86,0,3,17,1
2024/10/2,419,25.5,86,0,3,18,1
2024/10/2,437.75,25.4,85,0,3,19,1
2024/10/2,520.75,25.5,85,0,3,20,1
2024/10/2,516.75,25.5,82,0,3,21,1
2024/10/2,548.5,25,86,0,3,22,1
2024/10/2,521.25,24.7,86,0,3,23,1
2024/10/3,584.75,24.7,86,0,4,0,1
2024/10/3,550.25,24.4,87,0,4,1,1
2024/10/3,566.5,24.4,87,0,4,2,1
2024/10/3,528.75,24.5,87,0,4,3,1
2024/10/3,515.75,24.6,87,0,4,4,1
2024/10/3,469.25,24.8,86,0,4,5,1
2024/10/3,464.5,25.1,85,0,4,6,1
2024/10/3,342.5,25.2,85,0,4,7,1
2024/10/3,253,25.7,80,0,4,8,1
2024/10/3,265,25.7,85,0,4,9,1
2024/10/3,180,26.1,80,0,4,10,1
2024/10/3,191.25,26.3,80,0,4,11,1
2024/10/3,244.5,26.3,82,0,4,12,1
2024/10/3,297.75,26.3,85,0,4,13,1
2024/10/3,287.75,25.9,88,0,4,14,1
2024/10/3,314,26.4,87,0,4,15,1
2024/10/3,469.75,26.3,86,0,4,16,1
2024/10/3,488.75,25.6,88,0,4,17,1
2024/10/3,496.5,25.4,87,0,4,18,1
2024/10/3,477.5,24.9,87,0,4,19,1
2024/10/3,506,24.7,86,0,4,20,1
2024/10/3,528,24.5,86,0,4,21,1
2024/10/3,520.75,24.6,85,0,4,22,1
2024/10/3,498.75,24.5,85,0,4,23,1
2024/10/4,675.25,24.1,86,0,5,0,1
2024/10/4,676.5,24.2,86,0,5,1,1
2024/10/4,568.75,24.4,86,0,5,2,1
2024/10/4,547,24.3,88,0,5,3,1
2024/10/4,513,24,91,0,5,4,1
2024/10/4,484.5,23.9,93,0,5,5,1
2024/10/4,489.25,24.2,93,0,5,6,1
2024/10/4,351.5,24.7,92,0,5,7,1
2024/10/4,388.75,25,91,0,5,8,1
2024/10/4,564.5,25.6,90,0,5,9,1
2024/10/4,473,26.1,89,0,5,10,1
2024/10/4,462.5,26.1,89,0,5,11,1
2024/10/4,390.25,26.5,84,0,5,12,1
2024/10/4,383.75,26.7,84,0,5,13,1
2024/10/4,420.5,26.3,88,0,5,14,1
2024/10/4,461,26.8,87,0,5,15,1
2024/10/4,458.5,26.1,90,0,5,16,1
2024/10/4,477.75,26.3,86,0,5,17,1
2024/10/4,422.5,25.4,90,0,5,18,1
2024/10/4,436.5,25.4,89,0,5,19,1
2024/10/4,493.75,25.4,89,0,5,20,1
2024/10/4,490,25.2,91,0,5,21,1
2024/10/4,492,24.9,93,0,5,22,1
2024/10/4,470.25,24.8,95,0,5,23,1
2024/10/5,549.5,24.8,94,0,6,0,2
2024/10/5,539.25,24.8,94,0,6,1,2
2024/10/5,481.75,24.9,94,0,6,2,2
2024/10/5,467.25,25,92,0,6,3,2
2024/10/5,470,25,91,0,6,4,2
2024/10/5,432.5,25.1,91,0,6,5,2
2024/10/5,351.5,25.1,91,0,6,6,2
2024/10/5,318.5,25.5,94,0,6,7,2
2024/10/5,309,26.1,91,0,6,8,2
2024/10/5,204.75,27.6,84,0,6,9,2
2024/10/5,179,28.6,77,0,6,10,2
2024/10/5,93.75,29,77,0,6,11,2
2024/10/5,98.75,29.6,74,0,6,12,2
2024/10/5,140.75,29.9,73,0,6,13,2
2024/10/5,216.75,29.8,74,0,6,14,2
2024/10/5,318.25,29.7,75,0,6,15,2
2024/10/5,445.5,29.1,78,0,6,16,2
2024/10/5,424.5,28.2,81,0,6,17,2
2024/10/5,446.5,27.6,87,0,6,18,2
2024/10/5,474,27.2,89,0,6,19,2
2024/10/5,466.25,27.3,91,0,6,20,2
2024/10/5,453,27,92,0,6,21,2
2024/10/5,464,26.9,92,0,6,22,2
2024/10/5,456.5,26.9,92,0,6,23,2
2024/10/6,443.75,26.8,92,0,0,0,2
2024/10/6,406.75,26.9,92,0,0,1,2
2024/10/6,425,26.9,92,0,0,2,2
2024/10/6,389.5,27,92,0,0,3,2
2024/10/6,400.25,27,93,0,0,4,2
2024/10/6,348.25,26.9,93,0,0,5,2
2024/10/6,359.5,26.6,94,0,0,6,2
2024/10/6,286.25,26.8,93,0,0,7,2
2024/10/6,239.5,27.6,89,0,0,8,2
2024/10/6,169.5,28.8,79,0,0,9,2
2024/10/6,99.75,30.1,72,0,0,10,2
2024/10/6,131.75,30.8,69,0,0,11,2
2024/10/6,176.75,31.5,66,0,0,12,2
2024/10/6,372.5,30.9,72,0,0,13,2
2024/10/6,309.75,30.3,72,0,0,14,2
2024/10/6,380,30,72,0,0,15,2
2024/10/6,433,29.6,72,0,0,16,2
2024/10/6,464,29.3,73,0,0,17,2
2024/10/6,479.75,29.1,77,0,0,18,2
2024/10/6,491,28.9,79,0,0,19,2
2024/10/6,515,28.3,90,0,0,20,2
2024/10/6,528.75,28.2,90,0,0,21,2
2024/10/6,532,28,92,0,0,22,2
2024/10/6,516.25,27.9,93,0,0,23,2
2024/10/7,506.75,28,92,0,1,0,1
2024/10/7,509.25,27.1,93,0,1,1,1
2024/10/7,558.5,26.9,92,0,1,2,1
2024/10/7,536.75,26.6,93,0,1,3,1
2024/10/7,500,26.4,93,0,1,4,1
2024/10/7,478,26.5,93,0,1,5,1
2024/10/7,479.5,26.6,93,0,1,6,1
2024/10/7,445,27.1,92,0,1,7,1
2024/10/7,448.5,27.5,91,0,1,8,1
2024/10/7,616.75,28.2,87,0,1,9,1
2024/10/7,451,29.7,76,0,1,10,1
2024/10/7,383.25,31,69,0,1,11,1
2024/10/7,601.5,31.7,65,0,1,12,1
2024/10/7,660.25,31.2,69,0,1,13,1
2024/10/7,575.25,30.6,73,0,1,14,1
2024/10/7,616.75,31,69,0,1,15,1
2024/10/7,652.5,30.5,68,0,1,16,1
2024/10/7,617.25,29.9,73,0,1,17,1
2024/10/7,601,28.8,74,0,1,18,1
2024/10/7,670.25,28,79,0,1,19,1
2024/10/7,673,27.3,86,0,1,20,1
2024/10/7,604.5,27.2,85,0,1,21,1
2024/10/7,606,26.9,85,0,1,22,1
2024/10/7,588.75,26.8,82,0,1,23,1
2024/10/8,755.75,26.7,79,0,2,0,1
2024/10/8,727,26.7,80,0,2,1,1
2024/10/8,582.75,26.8,80,0,2,2,1
2024/10/8,570.5,26.3,87,0,2,3,1
2024/10/8,515,25.7,90,0,2,4,1
2024/10/8,490.25,25.7,89,0,2,5,1
2024/10/8,492,25.4,90,0,2,6,1
2024/10/8,460,25.9,88,0,2,7,1
2024/10/8,368.5,26.8,80,0,2,8,1
2024/10/8,489.75,28.1,75,0,2,9,1
2024/10/8,369,29.3,72,0,2,10,1
2024/10/8,463,29.8,70,0,2,11,1
2024/10/8,575.25,30.1,69,0,2,12,1
2024/10/8,656.75,29.8,70,0,2,13,1
2024/10/8,626,29.5,71,0,2,14,1
2024/10/8,673,29,70,0,2,15,1
2024/10/8,729,28.3,72,0,2,16,1
2024/10/8,684.75,27.1,76,0,2,17,1
2024/10/8,619.25,26,80,0,2,18,1
2024/10/8,684,25.3,83,0,2,19,1
2024/10/8,678.5,25,85,0,2,20,1
2024/10/8,610.5,25,79,0,2,21,1
2024/10/8,572.75,24.9,80,0,2,22,1
2024/10/8,555.5,24.6,85,0,2,23,1
2024/10/9,689.25,24.4,85,0,3,0,1
2024/10/9,739,24.3,86,0,3,1,1
2024/10/9,589.25,24.3,86,0,3,2,1
2024/10/9,584.5,24.2,86,0,3,3,1
2024/10/9,522.25,24.1,85,0,3,4,1
2024/10/9,492.25,24,85,0,3,5,1
2024/10/9,503.25,23.9,81,0,3,6,1
2024/10/9,411,24.3,79,0,3,7,1
2024/10/9,322,25.6,75,0,3,8,1
2024/10/9,425.25,27.1,71,0,3,9,1
2024/10/9,408.75,28.2,67,0,3,10,1
2024/10/9,397.25,29.3,64,0,3,11,1
2024/10/9,402.5,29.8,66,0,3,12,1
2024/10/9,402.5,29.2,69,0,3,13,1
2024/10/9,423.75,28.8,69,0,3,14,1
2024/10/9,528.25,29.4,67,0,3,15,1
2024/10/9,602,28.3,70,0,3,16,1
2024/10/9,661.5,26.9,74,0,3,17,1
2024/10/9,611,26.1,76,0,3,18,1
2024/10/9,580,25.7,76,0,3,19,1
2024/10/9,589,25,77,0,3,20,1
2024/10/9,536.5,24.4,80,0,3,21,1
2024/10/9,503.75,24.3,85,0,3,22,1
2024/10/9,473.5,24.2,84,0,3,23,1
2024/10/10,548.5,24,85,0,4,0,2
2024/10/10,556.25,23.9,86,0,4,1,2
2024/10/10,526,23.8,86,0,4,2,2
2024/10/10,526.25,23.7,86,0,4,3,2
2024/10/10,514.5,24,85,0,4,4,2
2024/10/10,472.25,23.8,86,0,4,5,2
2024/10/10,450.5,23.9,81,0,4,6,2
2024/10/10,360.75,23.9,80,0,4,7,2
2024/10/10,148.25,25,76,0,4,8,2
2024/10/10,79,26,71,0,4,9,2
2024/10/10,24.5,27,67,0,4,10,2
2024/10/10,19.25,28,64,0,4,11,2
2024/10/10,51.75,27.7,64,0,4,12,2
2024/10/10,85,27.9,63,0,4,13,2
2024/10/10,148,27.7,63,0,4,14,2
2024/10/10,242.75,27,66,0,4,15,2
2024/10/10,364.5,26.3,69,0,4,16,2
2024/10/10,443.75,25.3,71,0,4,17,2
2024/10/10,447.25,24.6,72,0,4,18,2
2024/10/10,436.75,24.2,73,0,4,19,2
2024/10/10,446.75,23.7,74,0,4,20,2
2024/10/10,452.75,23.3,75,0,4,21,2
2024/10/10,454.25,23,77,0,4,22,2
2024/10/10,430,22.6,79,0,4,23,2
2024/10/11,427.75,22.3,80,0,5,0,1
2024/10/11,437.75,22.2,79,0,5,1,1
2024/10/11,397,22.1,80,0,5,2,1
2024/10/11,391,21.8,85,0,5,3,1
2024/10/11,349.25,21.7,86,0,5,4,1
2024/10/11,342.5,21.9,86,0,5,5,1
2024/10/11,323,21.8,86,0,5,6,1
2024/10/11,245,22.3,82,0,5,7,1
2024/10/11,214,23.7,75,0,5,8,1
2024/10/11,243.25,25.3,70,0,5,9,1
2024/10/11,130.5,27.2,65,0,5,10,1
2024/10/11,123.25,28.3,62,0,5,11,1
2024/10/11,185.25,29.4,59,0,5,12,1
2024/10/11,266,28.9,62,0,5,13,1
2024/10/11,358.75,28.4,65,0,5,14,1
2024/10/11,325.75,28.1,66,0,5,15,1
2024/10/11,410,27.9,67,0,5,16,1
2024/10/11,393.25,27.3,68,0,5,17,1
2024/10/11,394.5,26.4,69,0,5,18,1
2024/10/11,441.5,25.7,69,0,5,19,1
2024/10/11,442.25,25,72,0,5,20,1
2024/10/11,415,24.5,73,0,5,21,1
2024/10/11,398.75,24.4,72,0,5,22,1
2024/10/11,403.5,24.3,71,0,5,23,1
2024/10/12,529.25,23.9,72,0,6,0,2
2024/10/12,532.5,23.8,74,0,6,1,2
2024/10/12,464.75,23.3,76,0,6,2,2
2024/10/12,437.5,23.2,78,0,6,3,2
2024/10/12,413.25,23.1,79,0,6,4,2
2024/10/12,449.5,22.9,86,0,6,5,2
2024/10/12,416.25,23.2,81,0,6,6,2
2024/10/12,318.75,23.6,81,0,6,7,2
2024/10/12,156,25.1,75,0,6,8,2
2024/10/12,127,26.6,71,0,6,9,2
2024/10/12,5.75,28.5,65,0,6,10,2
2024/10/12,101.75,29.3,64,0,6,11,2
2024/10/12,95.25,30.9,58,0,6,12,2
2024/10/12,134.25,31.3,60,0,6,13,2
2024/10/12,185,30.8,63,0,6,14,2
2024/10/12,299,30.8,64,0,6,15,2
2024/10/12,398.5,30.3,65,0,6,16,2
2024/10/12,398.5,29,70,0,6,17,2
2024/10/12,398.75,27.8,75,0,6,18,2
2024/10/12,409.25,27.1,78,0,6,19,2
2024/10/12,408,26.7,80,0,6,20,2
2024/10/12,391.75,26.4,80,0,6,21,2
2024/10/12,413,26.1,77,0,6,22,2
2024/10/12,400.5,25.8,75,0,6,23,2
2024/10/13,416.5,25.5,76,0,0,0,2
2024/10/13,380.25,25.2,78,0,0,1,2
2024/10/13,384.5,24.9,80,0,0,2,2
2024/10/13,363.75,24.8,80,0,0,3,2
2024/10/13,339,24.7,85,0,0,4,2
2024/10/13,339.25,24.4,88,0,0,5,2
2024/10/13,339.5,24.7,88,0,0,6,2
2024/10/13,227,25,87,0,0,7,2
2024/10/13,155.25,27.3,76,0,0,8,2
2024/10/13,99.5,28.6,72,0,0,9,2
2024/10/13,45.25,29.9,68,0,0,10,2
2024/10/13,57,30.2,65,0,0,11,2
2024/10/13,49.25,30.5,65,0,0,12,2
2024/10/13,107.75,30.7,62,0,0,13,2
2024/10/13,155,31.3,61,0,0,14,2
2024/10/13,259.75,30.6,65,0,0,15,2
2024/10/13,406,29.6,72,0,0,16,2
2024/10/13,445.5,28.6,77,0,0,17,2
2024/10/13,469,27.8,87,0,0,18,2
2024/10/13,484,27.3,90,0,0,19,2
2024/10/13,498,27.2,91,0,0,20,2
2024/10/13,516.25,27.1,92,0,0,21,2
2024/10/13,535.75,26.9,93,0,0,22,2
2024/10/13,518.5,26.8,93,0,0,23,2
2024/10/14,538.5,26.5,94,0,1,0,1
2024/10/14,489.25,26.1,91,0,1,1,1
2024/10/14,488,25.9,94,0,1,2,1
2024/10/14,437.5,25.9,94,0,1,3,1
2024/10/14,519.75,25.8,95,0,1,4,1
2024/10/14,478.25,25.7,93,0,1,5,1
2024/10/14,453.5,25.5,91,0,1,6,1
2024/10/14,393,26.1,94,0,1,7,1
2024/10/14,355.75,27.8,87,0,1,8,1
2024/10/14,424.25,28.9,75,0,1,9,1
2024/10/14,424.5,29.4,71,0,1,10,1
2024/10/14,500,30.5,67,0,1,11,1
2024/10/14,591,30.2,69,0,1,12,1
2024/10/14,511,30.2,70,0,1,13,1
2024/10/14,541.75,30.1,68,0,1,14,1
2024/10/14,602.75,29.7,69,0,1,15,1
2024/10/14,662.5,29.1,72,0,1,16,1
2024/10/14,623.5,28.6,75,0,1,17,1
2024/10/14,641.75,28,78,0,1,18,1
2024/10/14,599.5,27.5,87,0,1,19,1
2024/10/14,600.75,27.5,88,0,1,20,1
2024/10/14,606,27.6,88,0,1,21,1
2024/10/14,596,27.6,89,0,1,22,1
2024/10/14,582.75,27.5,89,0,1,23,1
2024/10/15,699.25,27,90,0,2,0,1
2024/10/15,692.5,27.1,89,0,2,1,1
2024/10/15,595.75,26.8,90,0,2,2,1
2024/10/15,570.75,26.4,94,0,2,3,1
2024/10/15,546,26.2,92,0,2,4,1
2024/10/15,521,26.1,91,0,2,5,1
2024/10/15,495,26.3,95,0,2,6,1
2024/10/15,434.75,26.5,94,0,2,7,1
2024/10/15,398.75,27.2,89,0,2,8,1
2024/10/15,529.25,28.6,79,0,2,9,1
2024/10/15,503,30,73,0,2,10,1
2024/10/15,509,30.4,71,0,2,11,1
2024/10/15,557.5,30.9,68,0,2,12,1
2024/10/15,586,30.4,71,0,2,13,1
2024/10/15,677.25,29.9,71,0,2,14,1
2024/10/15,780.75,29.6,70,0,2,15,1
2024/10/15,788.75,29,78,0,2,16,1
2024/10/15,676.75,28.5,86,0,2,17,1
2024/10/15,693.25,28.1,87,0,2,18,1
2024/10/15,736.75,27.7,89,0,2,19,1
2024/10/15,718,27.9,88,0,2,20,1
2024/10/15,640.5,28.1,88,0,2,21,1
2024/10/15,609,27.6,90,0,2,22,1
2024/10/15,590.75,27.2,91,0,2,23,1
2024/10/16,662.25,27.2,92,0,3,0,1
2024/10/16,639,27.1,92,0,3,1,1
2024/10/16,596.25,27,93,0,3,2,1
2024/10/16,588.5,26.9,93,0,3,3,1
2024/10/16,556.25,26.9,93,0,3,4,1
2024/10/16,519.5,26.8,94,0,3,5,1
2024/10/16,492.5,26.7,94,0,3,6,1
2024/10/16,471,27.4,91,0,3,7,1
2024/10/16,417.5,28.7,79,0,3,8,1
2024/10/16,648.5,29.5,74,0,3,9,1
2024/10/16,511,30.4,70,0,3,10,1
2024/10/16,630.5,30.2,70,0,3,11,1
2024/10/16,603.25,30.1,71,0,3,12,1
2024/10/16,603.75,30.3,70,0,3,13,1
2024/10/16,601,30.6,69,0,3,14,1
2024/10/16,623.75,30.3,71,0,3,15,1
2024/10/16,661.75,28.9,77,0,3,16,1
2024/10/16,606.75,28.3,80,0,3,17,1
2024/10/16,680.25,27.8,85,0,3,18,1
2024/10/16,680.5,27.6,83,0,3,19,1
2024/10/16,669,27.1,86,0,3,20,1
2024/10/16,608.5,26.8,79,0,3,21,1
2024/10/16,584,26.6,76,0,3,22,1
2024/10/16,594.5,26.6,77,0,3,23,1
2024/10/17,704,26.5,78,0,4,0,1
2024/10/17,648,26.2,79,0,4,1,1
2024/10/17,592.75,26.2,80,0,4,2,1
2024/10/17,564.5,26.2,80,0,4,3,1
2024/10/17,545.75,25.7,88,0,4,4,1
2024/10/17,510.25,25.9,89,0,4,5,1
2024/10/17,502.25,25.8,90,0,4,6,1
2024/10/17,436,26.4,90,0,4,7,1
2024/10/17,379.5,27.3,89,0,4,8,1
2024/10/17,515.5,28.8,77,0,4,9,1
2024/10/17,497,29.9,70,0,4,10,1
2024/10/17,530,29.7,73,0,4,11,1
2024/10/17,494.5,30.5,70,0,4,12,1
2024/10/17,587.75,31.8,64,0,4,13,1
2024/10/17,628.75,31.4,66,0,4,14,1
2024/10/17,683.75,31,68,0,4,15,1
2024/10/17,694.5,30.2,68,0,4,16,1
2024/10/17,689.25,29.6,73,0,4,17,1
2024/10/17,678,28.9,79,0,4,18,1
2024/10/17,679.25,28.2,89,0,4,19,1
2024/10/17,649,28,90,0,4,20,1
2024/10/17,604.25,27.9,91,0,4,21,1
2024/10/17,591.5,27.8,91,0,4,22,1
2024/10/17,573.5,27.8,91,0,4,23,1
2024/10/18,726.75,27.7,91,0,5,0,1
2024/10/18,685.5,27.7,92,0,5,1,1
2024/10/18,663,27.2,93,0,5,2,1
2024/10/18,619,26.9,95,0,5,3,1
2024/10/18,606.5,26.9,94,0,5,4,1
2024/10/18,545.25,26.8,94,0,5,5,1
2024/10/18,397.5,26.7,94,0,5,6,1
2024/10/18,369.5,26.9,92,0,5,7,1
2024/10/18,371.5,27.7,88,0,5,8,1
2024/10/18,468.75,28.7,78,0,5,9,1
2024/10/18,358,29.4,71,0,5,10,1
2024/10/18,551.75,30.4,71,0,5,11,1
2024/10/18,422.75,30.1,72,0,5,12,1
2024/10/18,562.5,30.3,71,0,5,13,1
2024/10/18,598,30.7,67,0,5,14,1
2024/10/18,599.5,29.9,75,0,5,15,1
2024/10/18,606,29.2,77,0,5,16,1
2024/10/18,600.75,28.6,79,0,5,17,1
2024/10/18,583.25,27.9,85,0,5,18,1
2024/10/18,546.25,27.3,89,0,5,19,1
2024/10/18,552.75,27.1,90,0,5,20,1
2024/10/18,517,27,91,0,5,21,1
2024/10/18,502.75,27.1,90,0,5,22,1
2024/10/18,496.25,27,89,0,5,23,1
2024/10/19,468.75,26.9,90,0,6,0,2
2024/10/19,445.25,26.4,91,0,6,1,2
2024/10/19,443.5,26.2,95,0,6,2,2
2024/10/19,400.75,25.9,91,0,6,3,2
2024/10/19,380.75,26,95,0,6,4,2
2024/10/19,385.5,25.9,94,0,6,5,2
2024/10/19,379.75,25.7,92,0,6,6,2
2024/10/19,307.5,26,95,0,6,7,2
2024/10/19,259.75,27,90,0,6,8,2
2024/10/19,224,28.4,78,0,6,9,2
2024/10/19,228.75,29.7,72,0,6,10,2
2024/10/19,255,30,73,0,6,11,2
2024/10/19,231.75,29.8,74,0,6,12,2
2024/10/19,184.5,30,69,0,6,13,2
2024/10/19,280.5,30.2,70,0,6,14,2
2024/10/19,386.25,30.5,71,0,6,15,2
2024/10/19,467.25,30.6,71,0,6,16,2
2024/10/19,485.5,30.3,73,0,6,17,2
2024/10/19,471.5,29.2,81,0,6,18,2
2024/10/19,489,28.4,85,0,6,19,2
2024/10/19,488,27.6,90,0,6,20,2
2024/10/19,403.75,27.3,89,0,6,21,2
2024/10/19,374.75,26.6,89,0,6,22,2
2024/10/19,364,26.5,86,0,6,23,2
2024/10/20,366.75,26.4,79,0,0,0,2
2024/10/20,348.75,25.9,80,0,0,1,2
2024/10/20,350.75,25.9,79,0,0,2,2
2024/10/20,335,25.6,82,0,0,3,2
2024/10/20,326,25.4,86,0,0,4,2
2024/10/20,316.25,25.4,86,0,0,5,2
2024/10/20,297,25.4,85,0,0,6,2
2024/10/20,248.5,25.7,79,0,0,7,2
2024/10/20,198,26.8,75,0,0,8,2
2024/10/20,124.5,28.4,71,0,0,9,2
2024/10/20,75.25,28.5,73,0,0,10,2
2024/10/20,57.75,29.3,71,0,0,11,2
2024/10/20,49.75,29.6,70,0,0,12,2
2024/10/20,82,30.2,68,0,0,13,2
2024/10/20,134.5,30.4,67,0,0,14,2
2024/10/20,228.25,30,69,0,0,15,2
2024/10/20,317.25,29.2,71,0,0,16,2
2024/10/20,371.75,27.8,74,0,0,17,2
2024/10/20,388.75,27,75,0,0,18,2
2024/10/20,395,26,78,0,0,19,2
2024/10/20,418.75,25.3,80,0,0,20,2
2024/10/20,426.5,24.9,80,0,0,21,2
2024/10/20,430.5,24.8,85,0,0,22,2
2024/10/20,417.25,24.8,85,0,0,23,2
2024/10/21,442,24.6,86,0,1,0,1
2024/10/21,420.5,24.6,87,0,1,1,1
2024/10/21,408,24.5,87,0,1,2,1
2024/10/21,394.75,24.5,88,0,1,3,1
2024/10/21,374.75,24.5,88,0,1,4,1
2024/10/21,360,24.5,89,0,1,5,1
2024/10/21,331.5,24.7,88,0,1,6,1
2024/10/21,280.5,24.9,87,0,1,7,1
2024/10/21,294,26.2,79,0,1,8,1
2024/10/21,325.75,27.4,75,0,1,9,1
2024/10/21,275.25,28.3,72,0,1,10,1
2024/10/21,263.5,29.2,69,0,1,11,1
2024/10/21,301.5,30.4,66,0,1,12,1
2024/10/21,322.75,30.2,70,0,1,13,1
2024/10/21,385,30,71,0,1,14,1
2024/10/21,431.5,29.7,72,0,1,15,1
2024/10/21,494.5,29.2,75,0,1,16,1
2024/10/21,498,27.9,79,0,1,17,1
2024/10/21,513.75,27.1,86,0,1,18,1
2024/10/21,517.5,26.7,88,0,1,19,1
2024/10/21,527,26.6,89,0,1,20,1
2024/10/21,506,26.5,89,0,1,21,1
2024/10/21,493.75,26.4,89,0,1,22,1
2024/10/21,471.5,26.4,89,0,1,23,1
2024/10/22,517.25,26.4,89,0,2,0,1
2024/10/22,481.25,26.4,89,0,2,1,1
2024/10/22,434.75,26.2,90,0,2,2,1
2024/10/22,413.5,25.8,91,0,2,3,1
2024/10/22,390.75,25.7,91,0,2,4,1
2024/10/22,377.75,25.8,91,0,2,5,1
2024/10/22,352.75,25.9,91,0,2,6,1
2024/10/22,284.25,25.9,90,0,2,7,1
2024/10/22,287.75,26.3,87,0,2,8,1
2024/10/22,325,26.7,82,0,2,9,1
2024/10/22,240,28.8,75,0,2,10,1
2024/10/22,245.75,29.5,69,0,2,11,1
2024/10/22,252.75,30.1,68,0,2,12,1
2024/10/22,304.25,30,71,0,2,13,1
2024/10/22,723.5,29.1,72,0,2,14,1
2024/10/22,809,28.6,73,0,2,15,1
2024/10/22,822.75,27.9,74,0,2,16,1
2024/10/22,776.5,27.2,74,0,2,17,1
2024/10/22,770.25,26.6,75,0,2,18,1
2024/10/22,732.25,26.1,77,0,2,19,1
2024/10/22,671.5,25.9,77,0,2,20,1
2024/10/22,625.25,25.7,77,0,2,21,1
2024/10/22,594,25.4,77,0,2,22,1
2024/10/22,576,25.3,77,0,2,23,1
2024/10/23,541.25,25.3,76,0,3,0,1
2024/10/23,491.25,25.1,77,0,3,1,1
2024/10/23,456.25,25,77,0,3,2,1
2024/10/23,422.5,24.8,77,0,3,3,1
2024/10/23,407,24.8,76,0,3,4,1
2024/10/23,373,24.6,79,0,3,5,1
2024/10/23,352.5,24.4,78,0,3,6,1
2024/10/23,300,24.7,77,0,3,7,1
2024/10/23,287.5,25.2,74,0,3,8,1
2024/10/23,389,26.1,70,0,3,9,1
2024/10/23,405,26.4,70,0,3,10,1
2024/10/23,417.25,26.3,71,0,3,11,1
2024/10/23,412.5,26.1,70,0,3,12,1
2024/10/23,469.25,25.9,70,0,3,13,1
2024/10/23,485.25,26.1,69,0,3,14,1
2024/10/23,583.5,25.9,69,0,3,15,1
2024/10/23,654.25,25.8,70,0,3,16,1
2024/10/23,641.25,25.7,67,0,3,17,1
2024/10/23,626.75,24.8,71,0,3,18,1
2024/10/23,609.75,24,73,0,3,19,1
2024/10/23,638.75,23.3,76,0,3,20,1
2024/10/23,601.5,23.4,76,0,3,21,1
2024/10/23,577.25,23.4,74,0,3,22,1
2024/10/23,537.25,23.4,77,0,3,23,1
2024/10/24,508.75,23.3,77,0,4,0,1
2024/10/24,447.25,23.1,76,0,4,1,1
2024/10/24,412.25,23,77,0,4,2,1
2024/10/24,377.5,22.9,78,0,4,3,1
2024/10/24,350.75,22.9,77,0,4,4,1
2024/10/24,329,22.5,84,0,4,5,1
2024/10/24,333.5,22.6,80,0,4,6,1
2024/10/24,260.25,23.3,77,0,4,7,1
2024/10/24,258,24.5,73,0,4,8,1
2024/10/24,462,25.7,71,0,4,9,1
2024/10/24,491.25,26,69,0,4,10,1
2024/10/24,340.25,26.1,71,0,4,11,1
2024/10/24,438.75,27.5,66,0,4,12,1
2024/10/24,453.25,27.2,66,0,4,13,1
2024/10/24,606.5,27,67,0,4,14,1
2024/10/24,651,26.3,70,0,4,15,1
2024/10/24,690.5,25.8,73,0,4,16,1
2024/10/24,646.75,25.4,75,0,4,17,1
2024/10/24,639.5,24.8,78,0,4,18,1
2024/10/24,599.75,24.7,78,0,4,19,1
2024/10/24,590.75,24.5,80,0,4,20,1
2024/10/24,581.75,24.5,85,0,4,21,1
2024/10/24,547.25,24.5,85,0,4,22,1
2024/10/24,539.75,24.6,80,0,4,23,1
2024/10/25,537.25,24.3,85,0,5,0,1
2024/10/25,506.75,24.5,86,0,5,1,1
2024/10/25,474,24.6,86,0,5,2,1
2024/10/25,467.25,24.6,87,0,5,3,1
2024/10/25,390.25,24.7,87,0,5,4,1
2024/10/25,374.25,24.6,88,0,5,5,1
2024/10/25,371.25,24.6,88,0,5,6,1
2024/10/25,249.25,25,87,0,5,7,1
2024/10/25,343.75,25.8,85,0,5,8,1
2024/10/25,386,26.2,84,0,5,9,1
