Time,kpt,Temperature,Humidity,Rain,day_off,Hour,Minute,label
2024-09-17,546,30.5,79,0.0,1,19,30,2
2024-09-17,548,30.5,79,0.0,1,19,45,2
2024-09-17,550,30.2,80,0.0,1,20,0,2
2024-09-17,550,30.2,80,0.0,1,20,15,2
2024-09-17,552,30.2,80,0.0,1,20,30,2
2024-09-17,552,30.2,80,0.0,1,20,45,2
2024-09-17,537,30.2,79,0.0,1,21,0,2
2024-09-17,525,30.2,79,0.0,1,21,15,2
2024-09-17,512,30.2,79,0.0,1,21,30,2
2024-09-17,500,30.2,79,0.0,1,21,45,2
2024-09-17,499,29.9,82,0.0,1,22,0,2
2024-09-17,494,29.9,82,0.0,1,22,15,2
2024-09-17,487,29.9,82,0.0,1,22,30,2
2024-09-17,489,29.9,82,0.0,1,22,45,2
2024-09-17,473,29.7,85,0.0,1,23,0,2
2024-09-17,471,29.7,85,0.0,1,23,15,2
2024-09-17,468,29.7,85,0.0,1,23,30,2
2024-09-17,466,29.7,85,0.0,1,23,45,2
2024-09-18,518,29.4,89,0.0,0,0,0,1
2024-09-18,520,29.4,89,0.0,0,0,15,1
2024-09-18,516,29.4,89,0.0,0,0,30,1
2024-09-18,510,29.4,89,0.0,0,0,45,1
2024-09-18,503,29.0,90,0.0,0,1,0,1
2024-09-18,492,29.0,90,0.0,0,1,15,1
2024-09-18,483,29.0,90,0.0,0,1,30,1
2024-09-18,476,29.0,90,0.0,0,1,45,1
2024-09-18,449,28.8,91,0.0,0,2,0,1
2024-09-18,443,28.8,91,0.0,0,2,15,1
2024-09-18,443,28.8,91,0.0,0,2,30,1
2024-09-18,444,28.8,91,0.0,0,2,45,1
2024-09-18,438,28.7,90,0.0,0,3,0,1
2024-09-18,430,28.7,90,0.0,0,3,15,1
2024-09-18,426,28.7,90,0.0,0,3,30,1
2024-09-18,423,28.7,90,0.0,0,3,45,1
2024-09-18,412,28.2,92,0.0,0,4,0,1
2024-09-18,405,28.2,92,0.0,0,4,15,1
2024-09-18,399,28.2,92,0.0,0,4,30,1
2024-09-18,396,28.2,92,0.0,0,4,45,1
2024-09-18,379,28.1,90,0.0,0,5,0,1
2024-09-18,373,28.1,90,0.0,0,5,15,1
2024-09-18,390,28.1,90,0.0,0,5,30,1
2024-09-18,410,28.1,90,0.0,0,5,45,1
2024-09-18,363,27.9,91,0.0,0,6,0,1
2024-09-18,357,27.9,91,0.0,0,6,15,1
2024-09-18,349,27.9,91,0.0,0,6,30,1
2024-09-18,332,27.9,91,0.0,0,6,45,1
2024-09-18,309,28.1,83,0.0,0,7,0,1
2024-09-18,295,28.1,83,0.0,0,7,15,1
2024-09-18,285,28.1,83,0.0,0,7,30,1
2024-09-18,290,28.1,83,0.0,0,7,45,1
2024-09-18,298,29.6,75,0.0,0,8,0,1
2024-09-18,295,29.6,75,0.0,0,8,15,1
2024-09-18,285,29.6,75,0.0,0,8,30,1
2024-09-18,303,29.6,75,0.0,0,8,45,1
2024-09-18,339,30.1,72,0.0,0,9,0,1
2024-09-18,341,30.1,72,0.0,0,9,15,1
2024-09-18,330,30.1,72,0.0,0,9,30,1
2024-09-18,318,30.1,72,0.0,0,9,45,1
2024-09-18,261,30.5,74,0.0,0,10,0,1
2024-09-18,240,30.5,74,0.0,0,10,15,1
2024-09-18,247,30.5,74,0.0,0,10,30,1
2024-09-18,243,30.5,74,0.0,0,10,45,1
2024-09-18,255,31.3,69,0.0,0,11,0,1
2024-09-18,245,31.3,69,0.0,0,11,15,1
2024-09-18,267,31.3,69,0.0,0,11,30,1
2024-09-18,269,31.3,69,0.0,0,11,45,1
2024-09-18,260,31.6,68,0.0,0,12,0,1
2024-09-18,267,31.6,68,0.0,0,12,15,1
2024-09-18,264,31.6,68,0.0,0,12,30,1
2024-09-18,263,31.6,68,0.0,0,12,45,1
2024-09-18,276,32.0,67,0.0,0,13,0,1
2024-09-18,306,32.0,67,0.0,0,13,15,1
2024-09-18,324,32.0,67,0.0,0,13,30,1
2024-09-18,317,32.0,67,0.0,0,13,45,1
2024-09-18,334,32.3,65,0.0,0,14,0,1
2024-09-18,340,32.3,65,0.0,0,14,15,1
2024-09-18,347,32.3,65,0.0,0,14,30,1
2024-09-18,362,32.3,65,0.0,0,14,45,1
2024-09-18,377,32.0,70,0.0,0,15,0,1
2024-09-18,401,32.0,70,0.0,0,15,15,1
2024-09-18,422,32.0,70,0.0,0,15,30,1
2024-09-18,445,32.0,70,0.0,0,15,45,1
2024-09-18,456,31.9,71,0.0,0,16,0,1
2024-09-18,475,31.9,71,0.0,0,16,15,1
2024-09-18,479,31.9,71,0.0,0,16,30,1
2024-09-18,481,31.9,71,0.0,0,16,45,1
2024-09-18,478,31.0,75,0.0,0,17,0,1
2024-09-18,484,31.0,75,0.0,0,17,15,1
2024-09-18,486,31.0,75,0.0,0,17,30,1
2024-09-18,488,31.0,75,0.0,0,17,45,1
2024-09-18,505,30.6,76,0.0,0,18,0,1
2024-09-18,511,30.6,76,0.0,0,18,15,1
2024-09-18,500,30.6,76,0.0,0,18,30,1
2024-09-18,497,30.6,76,0.0,0,18,45,1
2024-09-18,495,30.1,77,0.0,0,19,0,1
2024-09-18,503,30.1,77,0.0,0,19,15,1
2024-09-18,510,30.1,77,0.0,0,19,30,1
2024-09-18,517,30.1,77,0.0,0,19,45,1
2024-09-18,526,29.7,79,0.0,0,20,0,1
2024-09-18,528,29.7,79,0.0,0,20,15,1
2024-09-18,527,29.7,79,0.0,0,20,30,1
2024-09-18,524,29.7,79,0.0,0,20,45,1
2024-09-18,519,29.2,80,0.0,0,21,0,1
2024-09-18,510,29.2,80,0.0,0,21,15,1
2024-09-18,500,29.2,80,0.0,0,21,30,1
2024-09-18,488,29.2,80,0.0,0,21,45,1
2024-09-18,487,28.8,82,0.0,0,22,0,1
2024-09-18,488,28.8,82,0.0,0,22,15,1
2024-09-18,489,28.8,82,0.0,0,22,30,1
2024-09-18,486,28.8,82,0.0,0,22,45,1
2024-09-18,479,28.7,85,0.0,0,23,0,1
2024-09-18,476,28.7,85,0.0,0,23,15,1
2024-09-18,466,28.7,85,0.0,0,23,30,1
2024-09-18,457,28.7,85,0.0,0,23,45,1
2024-09-19,526,28.7,82,0.0,0,0,0,1
2024-09-19,523,28.7,82,0.0,0,0,15,1
2024-09-19,514,28.7,82,0.0,0,0,30,1
2024-09-19,501,28.7,82,0.0,0,0,45,1
2024-09-19,498,28.6,85,0.0,0,1,0,1
2024-09-19,495,28.6,85,0.0,0,1,15,1
2024-09-19,489,28.6,85,0.0,0,1,30,1
2024-09-19,460,28.6,85,0.0,0,1,45,1
2024-09-19,455,28.4,88,0.0,0,2,0,1
2024-09-19,446,28.4,88,0.0,0,2,15,1
2024-09-19,441,28.4,88,0.0,0,2,30,1
2024-09-19,438,28.4,88,0.0,0,2,45,1
2024-09-19,431,27.8,92,0.0,0,3,0,1
2024-09-19,425,27.8,92,0.0,0,3,15,1
2024-09-19,419,27.8,92,0.0,0,3,30,1
2024-09-19,416,27.8,92,0.0,0,3,45,1
2024-09-19,413,27.8,92,0.0,0,4,0,1
2024-09-19,405,27.8,92,0.0,0,4,15,1
2024-09-19,399,27.8,92,0.0,0,4,30,1
2024-09-19,396,27.8,92,0.0,0,4,45,1
2024-09-19,384,28.1,90,0.0,0,5,0,1
2024-09-19,382,28.1,90,0.0,0,5,15,1
2024-09-19,403,28.1,90,0.0,0,5,30,1
2024-09-19,422,28.1,90,0.0,0,5,45,1
2024-09-19,365,28.2,89,0.0,0,6,0,1
2024-09-19,356,28.2,89,0.0,0,6,15,1
2024-09-19,349,28.2,89,0.0,0,6,30,1
2024-09-19,335,28.2,89,0.0,0,6,45,1
2024-09-19,314,28.8,86,0.0,0,7,0,1
2024-09-19,290,28.8,86,0.0,0,7,15,1
2024-09-19,278,28.8,86,0.0,0,7,30,1
2024-09-19,272,28.8,86,0.0,0,7,45,1
2024-09-19,278,30.4,75,0.0,0,8,0,1
2024-09-19,281,30.4,75,0.0,0,8,15,1
2024-09-19,287,30.4,75,0.0,0,8,30,1
2024-09-19,293,30.4,75,0.0,0,8,45,1
2024-09-19,341,31.6,70,0.0,0,9,0,1
2024-09-19,337,31.6,70,0.0,0,9,15,1
2024-09-19,318,31.6,70,0.0,0,9,30,1
2024-09-19,296,31.6,70,0.0,0,9,45,1
2024-09-19,242,32.5,65,0.0,0,10,0,1
2024-09-19,228,32.5,65,0.0,0,10,15,1
2024-09-19,221,32.5,65,0.0,0,10,30,1
2024-09-19,216,32.5,65,0.0,0,10,45,1
2024-09-19,221,32.3,68,0.0,0,11,0,1
2024-09-19,220,32.3,68,0.0,0,11,15,1
2024-09-19,228,32.3,68,0.0,0,11,30,1
2024-09-19,222,32.3,68,0.0,0,11,45,1
2024-09-19,217,32.0,71,0.0,0,12,0,1
2024-09-19,234,32.0,71,0.0,0,12,15,1
2024-09-19,234,32.0,71,0.0,0,12,30,1
2024-09-19,228,32.0,71,0.0,0,12,45,1
2024-09-19,250,31.8,74,0.0,0,13,0,1
2024-09-19,263,31.8,74,0.0,0,13,15,1
2024-09-19,281,31.8,74,0.0,0,13,30,1
2024-09-19,294,31.8,74,0.0,0,13,45,1
2024-09-19,318,30.0,83,13.0,0,14,0,1
2024-09-19,346,30.0,83,13.0,0,14,15,1
2024-09-19,343,30.0,83,13.0,0,14,30,1
2024-09-19,352,30.0,83,13.0,0,14,45,1
2024-09-19,378,28.1,92,11.0,0,15,0,1
2024-09-19,398,28.1,92,11.0,0,15,15,1
2024-09-19,424,28.1,92,11.0,0,15,30,1
2024-09-19,443,28.1,92,11.0,0,15,45,1
2024-09-19,451,31.4,73,0.0,0,16,0,1
2024-09-19,472,31.4,73,0.0,0,16,15,1
2024-09-19,485,31.4,73,0.0,0,16,30,1
2024-09-19,488,31.4,73,0.0,0,16,45,1
2024-09-19,486,31.2,74,0.0,0,17,0,1
2024-09-19,481,31.2,74,0.0,0,17,15,1
2024-09-19,489,31.2,74,0.0,0,17,30,1
2024-09-19,497,31.2,74,0.0,0,17,45,1
2024-09-19,513,30.7,76,0.0,0,18,0,1
2024-09-19,511,30.7,76,0.0,0,18,15,1
2024-09-19,498,30.7,76,0.0,0,18,30,1
2024-09-19,488,30.7,76,0.0,0,18,45,1
2024-09-19,487,30.2,79,0.0,0,19,0,1
2024-09-19,485,30.2,79,0.0,0,19,15,1
2024-09-19,483,30.2,79,0.0,0,19,30,1
2024-09-19,480,30.2,79,0.0,0,19,45,1
2024-09-19,486,28.9,89,0.0,0,20,0,1
2024-09-19,489,28.9,89,0.0,0,20,15,1
2024-09-19,496,28.9,89,0.0,0,20,30,1
2024-09-19,494,28.9,89,0.0,0,20,45,1
2024-09-19,489,28.5,94,1.0,0,21,0,1
2024-09-19,484,28.5,94,1.0,0,21,15,1
2024-09-19,481,28.5,94,1.0,0,21,30,1
2024-09-19,480,28.5,94,1.0,0,21,45,1
2024-09-19,473,26.7,91,3.0,0,22,0,1
2024-09-19,475,26.7,91,3.0,0,22,15,1
2024-09-19,472,26.7,91,3.0,0,22,30,1
2024-09-19,471,26.7,91,3.0,0,22,45,1
2024-09-19,464,27.0,94,0.0,0,23,0,1
2024-09-19,454,27.0,94,0.0,0,23,15,1
2024-09-19,452,27.0,94,0.0,0,23,30,1
2024-09-19,449,27.0,94,0.0,0,23,45,1
2024-09-20,517,27.3,93,0.0,0,0,0,1
2024-09-20,522,27.3,93,0.0,0,0,15,1
2024-09-20,515,27.3,93,0.0,0,0,30,1
2024-09-20,508,27.3,93,0.0,0,0,45,1
2024-09-20,499,27.5,93,0.0,0,1,0,1
2024-09-20,490,27.5,93,0.0,0,1,15,1
2024-09-20,491,27.5,93,0.0,0,1,30,1
2024-09-20,474,27.5,93,0.0,0,1,45,1
2024-09-20,462,27.2,93,0.0,0,2,0,1
2024-09-20,447,27.2,93,0.0,0,2,15,1
2024-09-20,436,27.2,93,0.0,0,2,30,1
2024-09-20,432,27.2,93,0.0,0,2,45,1
2024-09-20,432,27.2,93,0.0,0,3,0,1
2024-09-20,424,27.2,93,0.0,0,3,15,1
2024-09-20,421,27.2,93,0.0,0,3,30,1
2024-09-20,417,27.2,93,0.0,0,3,45,1
2024-09-20,404,27.6,91,0.0,0,4,0,1
2024-09-20,400,27.6,91,0.0,0,4,15,1
2024-09-20,398,27.6,91,0.0,0,4,30,1
2024-09-20,390,27.6,91,0.0,0,4,45,1
2024-09-20,371,27.9,91,0.0,0,5,0,1
2024-09-20,369,27.9,91,0.0,0,5,15,1
2024-09-20,393,27.9,91,0.0,0,5,30,1
2024-09-20,403,27.9,91,0.0,0,5,45,1
2024-09-20,345,27.9,92,0.0,0,6,0,1
2024-09-20,341,27.9,92,0.0,0,6,15,1
2024-09-20,328,27.9,92,0.0,0,6,30,1
2024-09-20,314,27.9,92,0.0,0,6,45,1
2024-09-20,293,28.6,88,0.0,0,7,0,1
2024-09-20,273,28.6,88,0.0,0,7,15,1
2024-09-20,261,28.6,88,0.0,0,7,30,1
2024-09-20,251,28.6,88,0.0,0,7,45,1
2024-09-20,266,29.4,80,0.0,0,8,0,1
2024-09-20,276,29.4,80,0.0,0,8,15,1
2024-09-20,277,29.4,80,0.0,0,8,30,1
2024-09-20,284,29.4,80,0.0,0,8,45,1
2024-09-20,308,30.4,75,0.0,0,9,0,1
2024-09-20,295,30.4,75,0.0,0,9,15,1
2024-09-20,288,30.4,75,0.0,0,9,30,1
2024-09-20,282,30.4,75,0.0,0,9,45,1
2024-09-20,221,31.5,70,0.0,0,10,0,1
2024-09-20,227,31.5,70,0.0,0,10,15,1
2024-09-20,214,31.5,70,0.0,0,10,30,1
2024-09-20,199,31.5,70,0.0,0,10,45,1
2024-09-20,206,32.2,70,0.0,0,11,0,1
2024-09-20,202,32.2,70,0.0,0,11,15,1
2024-09-20,201,32.2,70,0.0,0,11,30,1
2024-09-20,201,32.2,70,0.0,0,11,45,1
2024-09-20,176,32.2,73,0.0,0,12,0,1
2024-09-20,182,32.2,73,0.0,0,12,15,1
2024-09-20,196,32.2,73,0.0,0,12,30,1
2024-09-20,197,32.2,73,0.0,0,12,45,1
2024-09-20,223,32.3,70,0.0,0,13,0,1
2024-09-20,223,32.3,70,0.0,0,13,15,1
2024-09-20,234,32.3,70,0.0,0,13,30,1
2024-09-20,247,32.3,70,0.0,0,13,45,1
2024-09-20,268,31.5,73,0.0,0,14,0,1
2024-09-20,286,31.5,73,0.0,0,14,15,1
2024-09-20,299,31.5,73,0.0,0,14,30,1
2024-09-20,328,31.5,73,0.0,0,14,45,1
2024-09-20,339,30.6,77,0.0,0,15,0,1
2024-09-20,351,30.6,77,0.0,0,15,15,1
2024-09-20,366,30.6,77,0.0,0,15,30,1
2024-09-20,381,30.6,77,0.0,0,15,45,1
2024-09-20,392,29.8,80,0.0,0,16,0,1
2024-09-20,401,29.8,80,0.0,0,16,15,1
2024-09-20,405,29.8,80,0.0,0,16,30,1
2024-09-20,410,29.8,80,0.0,0,16,45,1
2024-09-20,407,29.7,84,0.0,0,17,0,1
2024-09-20,408,29.7,84,0.0,0,17,15,1
2024-09-20,408,29.7,84,0.0,0,17,30,1
2024-09-20,409,29.7,84,0.0,0,17,45,1
2024-09-20,426,29.5,85,0.0,0,18,0,1
2024-09-20,418,29.5,85,0.0,0,18,15,1
2024-09-20,403,29.5,85,0.0,0,18,30,1
2024-09-20,402,29.5,85,0.0,0,18,45,1
2024-09-20,402,29.4,86,0.0,0,19,0,1
2024-09-20,404,29.4,86,0.0,0,19,15,1
2024-09-20,410,29.4,86,0.0,0,19,30,1
2024-09-20,410,29.4,86,0.0,0,19,45,1
2024-09-20,417,28.3,90,0.0,0,20,0,1
2024-09-20,417,28.3,90,0.0,0,20,15,1
2024-09-20,420,28.3,90,0.0,0,20,30,1
2024-09-20,413,28.3,90,0.0,0,20,45,1
2024-09-20,406,27.2,94,0.5,0,21,0,1
2024-09-20,408,27.2,94,0.5,0,21,15,1
2024-09-20,409,27.2,94,0.5,0,21,30,1
2024-09-20,410,27.2,94,0.5,0,21,45,1
2024-09-20,408,27.2,91,3.0,0,22,0,1
2024-09-20,405,27.2,91,3.0,0,22,15,1
2024-09-20,412,27.2,91,3.0,0,22,30,1
2024-09-20,409,27.2,91,3.0,0,22,45,1
2024-09-20,406,26.5,92,1.5,0,23,0,1
2024-09-20,400,26.5,92,1.5,0,23,15,1
2024-09-20,404,26.5,92,1.5,0,23,30,1
2024-09-20,399,26.5,92,1.5,0,23,45,1
2024-09-21,421,26.9,92,0.0,1,0,0,2
2024-09-21,424,26.9,92,0.0,1,0,15,2
2024-09-21,419,26.9,92,0.0,1,0,30,2
2024-09-21,418,26.9,92,0.0,1,0,45,2
2024-09-21,412,27.1,91,0.0,1,1,0,2
2024-09-21,409,27.1,91,0.0,1,1,15,2
2024-09-21,408,27.1,91,0.0,1,1,30,2
2024-09-21,393,27.1,91,0.0,1,1,45,2
2024-09-21,389,27.1,93,0.0,1,2,0,2
2024-09-21,377,27.1,93,0.0,1,2,15,2
2024-09-21,370,27.1,93,0.0,1,2,30,2
2024-09-21,361,27.1,93,0.0,1,2,45,2
2024-09-21,351,27.2,94,0.0,1,3,0,2
2024-09-21,347,27.2,94,0.0,1,3,15,2
2024-09-21,351,27.2,94,0.0,1,3,30,2
2024-09-21,352,27.2,94,0.0,1,3,45,2
2024-09-21,349,26.9,94,0.0,1,4,0,2
2024-09-21,343,26.9,94,0.0,1,4,15,2
2024-09-21,335,26.9,94,0.0,1,4,30,2
2024-09-21,332,26.9,94,0.0,1,4,45,2
2024-09-21,317,27.0,93,0.0,1,5,0,2
2024-09-21,312,27.0,93,0.0,1,5,15,2
2024-09-21,333,27.0,93,0.0,1,5,30,2
2024-09-21,353,27.0,93,0.0,1,5,45,2
2024-09-21,316,27.4,92,0.0,1,6,0,2
2024-09-21,308,27.4,92,0.0,1,6,15,2
2024-09-21,296,27.4,92,0.0,1,6,30,2
2024-09-21,285,27.4,92,0.0,1,6,45,2
2024-09-21,278,27.7,91,0.0,1,7,0,2
2024-09-21,264,27.7,91,0.0,1,7,15,2
2024-09-21,248,27.7,91,0.0,1,7,30,2
2024-09-21,229,27.7,91,0.0,1,7,45,2
2024-09-21,231,27.4,92,0.5,1,8,0,2
2024-09-21,234,27.4,92,0.5,1,8,15,2
2024-09-21,212,27.4,92,0.5,1,8,30,2
2024-09-21,194,27.4,92,0.5,1,8,45,2
2024-09-21,174,26.6,92,1.5,1,9,0,2
2024-09-21,161,26.6,92,1.5,1,9,15,2
2024-09-21,148,26.6,92,1.5,1,9,30,2
2024-09-21,122,26.6,92,1.5,1,9,45,2
2024-09-21,93,26.9,92,0.5,1,10,0,2
2024-09-21,84,26.9,92,0.5,1,10,15,2
2024-09-21,77,26.9,92,0.5,1,10,30,2
2024-09-21,67,26.9,92,0.5,1,10,45,2
2024-09-21,79,28.0,92,0.0,1,11,0,2
2024-09-21,66,28.0,92,0.0,1,11,15,2
2024-09-21,78,28.0,92,0.0,1,11,30,2
2024-09-21,82,28.0,92,0.0,1,11,45,2
2024-09-21,78,28.2,91,0.0,1,12,0,2
2024-09-21,84,28.2,91,0.0,1,12,15,2
2024-09-21,81,28.2,91,0.0,1,12,30,2
2024-09-21,84,28.2,91,0.0,1,12,45,2
2024-09-21,79,28.7,85,0.0,1,13,0,2
2024-09-21,87,28.7,85,0.0,1,13,15,2
2024-09-21,104,28.7,85,0.0,1,13,30,2
2024-09-21,112,28.7,85,0.0,1,13,45,2
2024-09-21,125,29.5,81,0.0,1,14,0,2
2024-09-21,140,29.5,81,0.0,1,14,15,2
2024-09-21,159,29.5,81,0.0,1,14,30,2
2024-09-21,178,29.5,81,0.0,1,14,45,2
2024-09-21,195,29.6,86,0.0,1,15,0,2
2024-09-21,218,29.6,86,0.0,1,15,15,2
2024-09-21,245,29.6,86,0.0,1,15,30,2
2024-09-21,268,29.6,86,0.0,1,15,45,2
2024-09-21,294,29.2,79,0.0,1,16,0,2
2024-09-21,311,29.2,79,0.0,1,16,15,2
2024-09-21,328,29.2,79,0.0,1,16,30,2
2024-09-21,335,29.2,79,0.0,1,16,45,2
2024-09-21,336,28.3,80,0.0,1,17,0,2
2024-09-21,341,28.3,80,0.0,1,17,15,2
2024-09-21,356,28.3,80,0.0,1,17,30,2
2024-09-21,360,28.3,80,0.0,1,17,45,2
2024-09-21,361,27.7,88,0.0,1,18,0,2
2024-09-21,365,27.7,88,0.0,1,18,15,2
2024-09-21,356,27.7,88,0.0,1,18,30,2
2024-09-21,357,27.7,88,0.0,1,18,45,2
2024-09-21,362,27.2,93,0.0,1,19,0,2
2024-09-21,361,27.2,93,0.0,1,19,15,2
2024-09-21,362,27.2,93,0.0,1,19,30,2
2024-09-21,366,27.2,93,0.0,1,19,45,2
2024-09-21,384,27.6,92,0.0,1,20,0,2
2024-09-21,386,27.6,92,0.0,1,20,15,2
2024-09-21,384,27.6,92,0.0,1,20,30,2
2024-09-21,384,27.6,92,0.0,1,20,45,2
2024-09-21,380,27.5,94,0.0,1,21,0,2
2024-09-21,372,27.5,94,0.0,1,21,15,2
2024-09-21,374,27.5,94,0.0,1,21,30,2
2024-09-21,377,27.5,94,0.0,1,21,45,2
2024-09-21,378,26.9,94,0.0,1,22,0,2
2024-09-21,376,26.9,94,0.0,1,22,15,2
2024-09-21,376,26.9,94,0.0,1,22,30,2
2024-09-21,369,26.9,94,0.0,1,22,45,2
2024-09-21,364,26.6,91,0.0,1,23,0,2
2024-09-21,365,26.6,91,0.0,1,23,15,2
2024-09-21,363,26.6,91,0.0,1,23,30,2
2024-09-21,364,26.6,91,0.0,1,23,45,2
2024-09-22,373,26.5,92,0.5,1,0,0,2
2024-09-22,371,26.5,92,0.5,1,0,15,2
2024-09-22,366,26.5,92,0.5,1,0,30,2
2024-09-22,357,26.5,92,0.5,1,0,45,2
2024-09-22,354,26.4,92,0.0,1,1,0,2
2024-09-22,350,26.4,92,0.0,1,1,15,2
2024-09-22,345,26.4,92,0.0,1,1,30,2
2024-09-22,346,26.4,92,0.0,1,1,45,2
2024-09-22,351,26.5,92,0.0,1,2,0,2
2024-09-22,348,26.5,92,0.0,1,2,15,2
2024-09-22,353,26.5,92,0.0,1,2,30,2
2024-09-22,351,26.5,92,0.0,1,2,45,2
2024-09-22,340,25.9,91,0.5,1,3,0,2
2024-09-22,333,25.9,91,0.5,1,3,15,2
2024-09-22,336,25.9,91,0.5,1,3,30,2
2024-09-22,331,25.9,91,0.5,1,3,45,2
2024-09-22,330,25.7,93,2.5,1,4,0,2
2024-09-22,329,25.7,93,2.5,1,4,15,2
2024-09-22,325,25.7,93,2.5,1,4,30,2
2024-09-22,320,25.7,93,2.5,1,4,45,2
2024-09-22,304,25.4,92,0.5,1,5,0,2
2024-09-22,299,25.4,92,0.5,1,5,15,2
2024-09-22,320,25.4,92,0.5,1,5,30,2
2024-09-22,342,25.4,92,0.5,1,5,45,2
2024-09-22,313,25.4,93,1.0,1,6,0,2
2024-09-22,300,25.4,93,1.0,1,6,15,2
2024-09-22,293,25.4,93,1.0,1,6,30,2
2024-09-22,282,25.4,93,1.0,1,6,45,2
2024-09-22,273,25.6,92,1.5,1,7,0,2
2024-09-22,261,25.6,92,1.5,1,7,15,2
2024-09-22,240,25.6,92,1.5,1,7,30,2
2024-09-22,220,25.6,92,1.5,1,7,45,2
2024-09-22,221,26.4,93,0.0,1,8,0,2
2024-09-22,216,26.4,93,0.0,1,8,15,2
2024-09-22,185,26.4,93,0.0,1,8,30,2
2024-09-22,170,26.4,93,0.0,1,8,45,2
2024-09-22,159,26.3,94,0.5,1,9,0,2
2024-09-22,133,26.3,94,0.5,1,9,15,2
2024-09-22,113,26.3,94,0.5,1,9,30,2
2024-09-22,93,26.3,94,0.5,1,9,45,2
2024-09-22,88,26.5,93,0.5,1,10,0,2
2024-09-22,80,26.5,93,0.5,1,10,15,2
2024-09-22,67,26.5,93,0.5,1,10,30,2
2024-09-22,66,26.5,93,0.5,1,10,45,2
2024-09-22,41,27.4,90,0.0,1,11,0,2
2024-09-22,57,27.4,90,0.0,1,11,15,2
2024-09-22,61,27.4,90,0.0,1,11,30,2
2024-09-22,72,27.4,90,0.0,1,11,45,2
2024-09-22,47,29.2,78,0.0,1,12,0,2
2024-09-22,44,29.2,78,0.0,1,12,15,2
2024-09-22,57,29.2,78,0.0,1,12,30,2
2024-09-22,51,29.2,78,0.0,1,12,45,2
2024-09-22,61,28.4,86,0.0,1,13,0,2
2024-09-22,79,28.4,86,0.0,1,13,15,2
2024-09-22,85,28.4,86,0.0,1,13,30,2
2024-09-22,103,28.4,86,0.0,1,13,45,2
2024-09-22,113,27.1,90,0.0,1,14,0,2
2024-09-22,121,27.1,90,0.0,1,14,15,2
2024-09-22,144,27.1,90,0.0,1,14,30,2
2024-09-22,132,27.1,90,0.0,1,14,45,2
2024-09-22,195,27.0,90,0.5,1,15,0,2
2024-09-22,208,27.0,90,0.5,1,15,15,2
2024-09-22,324,27.0,90,0.5,1,15,30,2
2024-09-22,273,27.0,90,0.5,1,15,45,2
2024-09-22,366,26.7,93,0.5,1,16,0,2
2024-09-22,309,26.7,93,0.5,1,16,15,2
2024-09-22,331,26.7,93,0.5,1,16,30,2
2024-09-22,396,26.7,93,0.5,1,16,45,2
2024-09-22,360,26.9,90,0.0,1,17,0,2
2024-09-22,365,26.9,90,0.0,1,17,15,2
2024-09-22,408,26.9,90,0.0,1,17,30,2
2024-09-22,384,26.9,90,0.0,1,17,45,2
2024-09-22,426,25.6,92,2.0,1,18,0,2
2024-09-22,389,25.6,92,2.0,1,18,15,2
2024-09-22,386,25.6,92,2.0,1,18,30,2
2024-09-22,438,25.6,92,2.0,1,18,45,2
2024-09-22,395,25.7,94,1.5,1,19,0,2
2024-09-22,432,25.7,94,1.5,1,19,15,2
2024-09-22,396,25.7,94,1.5,1,19,30,2
2024-09-22,398,25.7,94,1.5,1,19,45,2
2024-09-22,444,25.5,93,1.5,1,20,0,2
2024-09-22,418,25.5,93,1.5,1,20,15,2
2024-09-22,423,25.5,93,1.5,1,20,30,2
2024-09-22,456,25.5,93,1.5,1,20,45,2
2024-09-22,426,25.3,92,0.5,1,21,0,2
2024-09-22,444,25.3,92,0.5,1,21,15,2
2024-09-22,428,25.3,92,0.5,1,21,30,2
2024-09-22,429,25.3,92,0.5,1,21,45,2
2024-09-22,420,25.8,95,0.0,1,22,0,2
2024-09-22,433,25.8,95,0.0,1,22,15,2
2024-09-22,435,25.8,95,0.0,1,22,30,2
2024-09-22,420,25.8,95,0.0,1,22,45,2
2024-09-22,426,25.7,91,0.0,1,23,0,2
2024-09-22,450,25.7,91,0.0,1,23,15,2
2024-09-22,416,25.7,91,0.0,1,23,30,2
2024-09-22,412,25.7,91,0.0,1,23,45,2
2024-09-23,432,26.1,94,0.0,0,0,0,1
2024-09-23,457,26.1,94,0.0,0,0,15,1
2024-09-23,440,26.1,94,0.0,0,0,30,1
2024-09-23,444,26.1,94,0.0,0,0,45,1
2024-09-23,432,26.1,94,0.0,0,1,0,1
2024-09-23,420,26.1,94,0.0,0,1,15,1
2024-09-23,413,26.1,94,0.0,0,1,30,1
2024-09-23,416,26.1,94,0.0,0,1,45,1
2024-09-23,378,25.9,92,0.0,0,2,0,1
2024-09-23,414,25.9,92,0.0,0,2,15,1
2024-09-23,360,25.9,92,0.0,0,2,30,1
2024-09-23,408,25.9,92,0.0,0,2,45,1
2024-09-23,406,26.3,92,0.0,0,3,0,1
2024-09-23,378,26.3,92,0.0,0,3,15,1
2024-09-23,393,26.3,92,0.0,0,3,30,1
2024-09-23,384,26.3,92,0.0,0,3,45,1
2024-09-23,336,26.0,94,0.0,0,4,0,1
2024-09-23,382,26.0,94,0.0,0,4,15,1
2024-09-23,306,26.0,94,0.0,0,4,30,1
