"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1010.4","1016.0","21.9","18.9","83","2.3","350","4.0","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1010.3","1015.9","21.7","18.1","80","2.8","360","5.6","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1010.1","1015.7","21.2","17.4","79","2.6","360","5.7","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1010.0","1015.6","21.3","16.7","75","2.2","360","5.7","10","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1010.4","1016.0","21.2","16.6","75","2.5","360","6.6","10","0.0","0.0","--","0.00","--","0","--","24.0","25.7","26.0","27.2","27.8","28.4","29.8"
"06","1011.0","1016.7","20.7","15.7","73","2.2","360","5.3","340","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1011.5","1017.2","20.8","16.0","74","2.2","360","4.9","20","0.0","0.0","0.3","0.14","--","0","--","--","--","--","--","--","--","--"
"08","1011.7","1017.3","21.8","16.3","71","3.2","10","6.0","360","0.0","0.0","1.0","0.72","50.0","1","2.0","--","--","--","--","--","--","--"
"09","1011.9","1017.5","23.5","16.8","66","3.0","20","6.7","360","0.0","0.0","1.0","1.43","60.0","2","0.0","24.8","25.3","25.5","26.9","27.6","28.4","29.8"
"10","1011.7","1017.3","25.0","17.0","61","3.2","30","6.6","10","0.0","0.0","1.0","2.17","--","5","--","--","--","--","--","--","--","--"
"11","1011.0","1016.6","26.2","17.3","58","2.3","350","5.7","360","0.0","0.0","1.0","2.65","60.0","6","0.0","--","--","--","--","--","--","--"
"12","1010.1","1015.6","26.8","17.6","57","2.2","330","5.2","310","0.0","0.0","1.0","2.85","--","7","--","--","--","--","--","--","--","--"
"13","1009.3","1014.8","27.3","17.5","55","2.0","320","4.4","340","0.0","0.0","1.0","2.77","--","7","--","--","--","--","--","--","--","--"
"14","1008.8","1014.3","28.0","18.4","56","2.0","360","4.8","350","0.0","0.0","1.0","2.44","60.0","5","1.0","28.5","26.9","27.3","27.1","27.4","28.3","29.8"
"15","1008.7","1014.2","27.6","18.1","56","2.7","350","5.8","360","0.0","0.0","1.0","1.86","--","3","--","--","--","--","--","--","--","--"
"16","1009.2","1014.8","25.9","17.0","58","3.9","340","7.7","340","0.0","0.0","1.0","1.11","--","1","--","--","--","--","--","--","--","--"
"17","1010.0","1015.6","23.9","16.2","62","3.3","340","6.9","10","0.0","0.0","0.6","0.32","60.0","0","0.0","--","--","--","--","--","--","--"
"18","1010.2","1015.8","22.2","15.3","65","2.9","350","6.9","340","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"19","1010.7","1016.3","21.4","15.5","69","2.5","340","5.6","350","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1011.5","1017.2","20.9","15.5","71","1.8","340","4.4","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1012.0","1017.7","20.5","15.1","71","1.7","350","3.9","320","0.0","0.0","--","0.00","--","0","--","23.8","26.2","26.5","27.6","27.8","28.2","29.7"
"22","1012.2","1017.9","20.9","14.8","68","1.4","350","4.8","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1011.9","1017.6","20.8","14.5","67","2.6","10","5.0","10","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1011.8","1017.5","20.2","14.6","70","1.2","350","5.0","130","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
