"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1007.1","1012.7","23.5","23.3","99","0.7","230","1.7","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1006.8","1012.4","23.4","23.2","99","0.5","240","1.8","280","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1006.6","1012.2","23.4","23.2","99","0.9","270","2.0","270","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1006.7","1012.3","23.4","23.2","99","0.3","310","1.3","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1006.9","1012.5","23.4","23.2","99","0.7","110","2.2","100","0.0","0.0","--","0.00","--","0","--","26.4","26.7","26.9","27.6","27.9","28.1","29.3"
"06","1007.4","1013.0","23.2","23.0","99","0.5","160","1.9","150","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1007.6","1013.2","23.3","23.1","99","1.1","330","2.2","320","0.0","0.0","0.0","0.07","--","0","--","--","--","--","--","--","--","--"
"08","1007.8","1013.4","24.3","24.1","99","0.7","310","2.2","60","0.0","0.0","0.8","0.70","5.0","1","4.0","--","--","--","--","--","--","--"
"09","1008.0","1013.5","25.7","25.5","99","1.0","290","3.3","330","0.0","0.0","1.0","1.43","10.0","2","2.0","27.1","26.5","26.7","27.4","27.7","28.1","29.3"
"10","1008.1","1013.6","27.8","25.6","88","0.7","240","3.0","360","0.0","0.0","0.8","1.66","--","4","--","--","--","--","--","--","--","--"
"11","1007.8","1013.3","28.2","24.8","82","1.1","340","2.6","320","0.0","0.0","0.1","1.32","10.0","4","8.0","--","--","--","--","--","--","--"
"12","1006.4","1011.9","28.2","25.4","85","1.7","340","3.7","340","T","0.1","0.0","0.98","--","4","--","--","--","--","--","--","--","--"
"13","1005.3","1010.8","28.4","26.0","87","2.1","320","4.0","330","0.0","0.0","0.0","0.93","--","3","--","--","--","--","--","--","--","--"
"14","1005.1","1010.6","28.3","25.5","85","2.5","300","5.4","340","0.0","0.0","0.2","1.46","8.0","4","8.0","28.6","27.7","27.8","27.7","27.7","28.1","29.3"
"15","1005.2","1010.7","27.6","26.2","92","1.8","330","5.0","330","0.0","0.0","0.0","0.92","--","2","--","--","--","--","--","--","--","--"
"16","1005.1","1010.6","26.8","26.1","96","2.2","340","4.7","330","0.0","0.0","0.0","0.59","--","1","--","--","--","--","--","--","--","--"
"17","1005.4","1010.9","26.2","25.9","98","1.7","340","4.3","340","0.0","0.0","0.0","0.22","6.0","0","8.0","--","--","--","--","--","--","--"
"18","1005.9","1011.4","25.5","25.3","99","1.4","350","3.4","340","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"19","1006.7","1012.2","25.4","25.2","99","0.1","0","1.9","360","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1006.7","1012.3","25.1","24.6","97","0.3","340","2.3","320","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1006.5","1012.1","24.6","24.3","98","0.8","300","2.3","350","0.0","0.0","--","0.00","--","0","--","26.8","27.4","27.6","28.0","28.0","28.1","29.3"
"22","1006.6","1012.2","24.1","23.9","99","1.0","320","1.8","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1006.6","1012.2","24.2","24.0","99","1.2","340","2.3","320","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1006.2","1011.8","24.3","24.1","99","0.7","320","2.5","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
