"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1016.0","1021.8","15.6","12.4","81","3.8","360","8.1","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1016.2","1022.0","15.5","12.1","80","2.1","360","7.6","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1016.6","1022.4","15.4","11.6","78","2.5","360","6.0","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1016.9","1022.7","14.6","10.8","78","3.3","350","7.3","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1017.3","1023.1","14.7","10.3","75","3.3","360","7.9","350","0.0","0.0","--","0.00","--","0","--","17.9","20.2","20.6","22.1","22.9","23.8","26.4"
"06","1017.8","1023.6","14.6","10.0","74","2.9","360","8.0","360","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1018.4","1024.2","14.3","9.9","75","2.5","360","7.7","340","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"08","1019.1","1024.9","14.4","10.2","76","2.9","360","6.6","360","0.0","0.0","0.0","0.21","25.0","0","4.0","--","--","--","--","--","--","--"
"09","1019.6","1025.4","15.3","10.3","72","3.7","350","7.2","360","0.0","0.0","0.0","0.62","25.0","1","8.0","18.1","19.7","20.1","21.8","22.6","23.7","26.4"
"10","1019.6","1025.4","16.6","10.2","66","3.5","350","8.2","350","0.0","0.0","0.1","1.16","--","3","--","--","--","--","--","--","--","--"
"11","1019.0","1024.8","16.9","9.6","62","3.6","10","8.1","340","0.0","0.0","0.0","1.17","20.0","3","9.0","--","--","--","--","--","--","--"
"12","1017.9","1023.6","18.3","10.2","59","2.8","350","7.1","20","0.0","0.0","0.0","1.11","--","3","--","--","--","--","--","--","--","--"
"13","1016.7","1022.4","18.0","9.9","59","3.6","340","8.3","340","0.0","0.0","0.0","1.37","--","4","--","--","--","--","--","--","--","--"
"14","1016.0","1021.8","17.1","9.5","61","4.2","340","9.0","340","0.0","0.0","0.0","1.05","15.0","3","8.0","19.5","20.3","20.8","21.7","22.4","23.6","26.3"
"15","1016.1","1021.9","16.2","8.7","61","4.0","350","8.2","340","0.0","0.0","0.0","0.66","--","1","--","--","--","--","--","--","--","--"
"16","1016.1","1021.9","15.3","8.3","63","4.8","360","11.1","10","0.0","0.0","0.0","0.43","--","1","--","--","--","--","--","--","--","--"
"17","1016.6","1022.4","15.0","8.5","65","2.7","350","8.8","10","0.0","0.0","0.0","0.19","12.0","0","4.0","--","--","--","--","--","--","--"
"18","1017.6","1023.4","14.0","8.4","69","3.4","350","8.5","360","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"19","1018.3","1024.1","13.5","8.6","72","2.6","360","8.0","360","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1018.5","1024.4","12.9","8.8","76","2.2","10","4.8","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1018.7","1024.6","12.5","8.8","78","1.5","360","4.8","360","0.0","0.0","--","0.00","--","0","--","17.0","19.5","20.0","21.6","22.3","23.4","26.3"
"22","1019.3","1025.2","11.3","9.7","90","0.1","0","2.2","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1019.1","1025.0","10.7","10.4","98","0.1","0","1.4","120","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1019.0","1024.9","11.2","10.7","97","1.2","340","2.0","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
