"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1004.4","1009.9","24.6","24.3","98","1.6","190","4.8","170","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1004.5","1010.0","24.8","24.5","98","2.0","150","3.6","160","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1004.6","1010.2","24.5","24.2","98","0.2","0","4.0","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1004.8","1010.4","24.1","23.9","99","1.1","20","1.4","10","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1005.2","1010.8","23.8","23.6","99","1.2","10","1.9","40","0.0","0.0","--","0.00","--","0","--","26.1","26.3","26.5","27.3","27.6","28.0","29.3"
"06","1005.9","1011.5","23.8","23.5","98","0.5","40","1.7","20","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1006.4","1012.0","23.8","23.6","99","0.1","0","1.2","60","0.0","0.0","0.0","0.05","--","0","--","--","--","--","--","--","--","--"
"08","1006.7","1012.3","25.0","24.5","97","0.5","360","1.7","360","0.0","0.0","0.1","0.49","12.0","1","4.0","--","--","--","--","--","--","--"
"09","1007.2","1012.7","26.0","25.8","99","1.0","320","2.3","340","0.0","0.0","0.4","0.93","12.0","2","4.0","26.9","26.3","26.4","27.1","27.4","28.0","29.3"
"10","1007.3","1012.8","27.6","24.7","84","1.5","20","2.7","10","0.0","0.0","0.6","1.66","--","4","--","--","--","--","--","--","--","--"
"11","1007.0","1012.5","28.7","24.7","79","1.0","310","3.2","340","0.0","0.0","0.8","2.38","12.0","6","4.0","--","--","--","--","--","--","--"
"12","1006.3","1011.8","29.5","24.2","73","1.6","270","3.6","260","0.0","0.0","0.4","1.84","--","5","--","--","--","--","--","--","--","--"
"13","1005.7","1011.2","29.9","23.4","68","1.4","250","3.6","220","0.0","0.0","0.7","2.11","--","5","--","--","--","--","--","--","--","--"
"14","1005.4","1010.9","29.6","24.5","74","1.7","260","3.5","270","0.0","0.0","0.4","1.39","12.0","3","4.0","29.2","28.0","28.1","27.6","27.5","27.9","29.3"
"15","1005.5","1011.0","29.5","24.4","74","2.3","290","4.7","290","0.0","0.0","0.3","0.94","--","2","--","--","--","--","--","--","--","--"
"16","1005.7","1011.2","27.9","24.3","81","2.6","310","4.7","300","0.0","0.0","0.2","0.48","--","1","--","--","--","--","--","--","--","--"
"17","1006.2","1011.7","27.1","24.4","85","1.0","310","4.4","300","0.0","0.0","0.0","0.18","17.0","0","3.0","--","--","--","--","--","--","--"
"18","1006.7","1012.2","26.2","24.8","92","1.2","300","2.6","290","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"19","1007.2","1012.8","25.3","24.8","97","0.3","110","2.0","290","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1007.6","1013.2","25.5","25.0","97","0.6","220","1.7","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1007.7","1013.3","25.0","24.5","97","0.6","220","2.1","220","0.0","0.0","--","0.00","--","0","--","27.2","27.6","27.7","28.1","28.0","28.0","29.3"
"22","1007.7","1013.3","24.4","24.1","98","0.2","0","1.5","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.7","1013.3","24.0","23.8","99","0.4","220","1.5","120","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1007.4","1013.0","23.7","23.5","99","0.4","210","1.5","200","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
