"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1007.3","1012.9","24.6","22.7","89","1.2","330","2.6","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1006.7","1012.3","24.4","22.7","90","1.1","340","2.4","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1006.2","1011.8","23.9","23.2","96","1.3","340","2.3","320","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1006.0","1011.6","23.9","22.9","94","1.0","340","2.0","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1006.2","1011.8","23.8","23.0","95","0.9","320","1.7","340","0.0","0.0","--","0.00","--","0","--","27.1","28.4","28.7","29.9","30.4","30.5","30.5"
"06","1006.6","1012.2","23.9","22.9","94","0.4","300","1.7","310","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1007.2","1012.8","24.1","23.4","96","0.5","320","2.3","330","0.0","0.0","0.1","0.22","--","0","--","--","--","--","--","--","--","--"
"08","1007.7","1013.2","25.7","23.4","87","1.3","330","1.9","360","0.0","0.0","0.8","0.90","40.0","1","1.0","--","--","--","--","--","--","--"
"09","1007.9","1013.4","26.6","23.1","81","1.2","320","2.8","310","0.0","0.0","0.6","1.35","40.0","3","1.0","28.2","28.2","28.5","29.6","30.1","30.4","30.5"
"10","1007.9","1013.4","28.6","23.1","72","1.6","330","4.6","340","0.0","0.0","1.0","2.45","--","6","--","--","--","--","--","--","--","--"
"11","1007.1","1012.6","29.7","22.7","66","2.1","310","3.6","330","0.0","0.0","1.0","2.95","50.0","8","1.0","--","--","--","--","--","--","--"
"12","1006.3","1011.8","30.5","22.9","64","1.1","290","3.5","300","0.0","0.0","0.9","2.93","--","9","--","--","--","--","--","--","--","--"
"13","1005.4","1010.8","31.1","22.4","60","1.9","330","4.5","350","0.0","0.0","0.8","2.95","--","8","--","--","--","--","--","--","--","--"
"14","1004.7","1010.1","30.9","23.6","65","3.3","330","6.9","360","0.0","0.0","0.8","2.31","45.0","6","2.0","32.2","30.3","30.6","30.1","30.0","30.3","30.5"
"15","1004.5","1009.9","30.7","23.1","64","3.4","330","8.1","340","0.0","0.0","1.0","2.20","--","4","--","--","--","--","--","--","--","--"
"16","1004.6","1010.0","30.3","22.5","63","3.1","330","6.4","320","0.0","0.0","1.0","1.49","--","2","--","--","--","--","--","--","--","--"
"17","1005.0","1010.5","28.2","22.5","71","3.4","320","6.5","340","0.0","0.0","0.9","0.64","35.0","1","1.0","--","--","--","--","--","--","--"
"18","1005.6","1011.1","26.5","22.4","78","2.1","340","5.8","330","0.0","0.0","0.1","0.06","--","0","--","--","--","--","--","--","--","--"
"19","1006.0","1011.5","26.4","22.5","79","1.7","330","3.5","330","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1006.7","1012.2","25.6","21.9","80","1.8","330","3.5","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1007.3","1012.9","24.9","21.6","82","2.1","330","4.2","320","0.0","0.0","--","0.00","--","0","--","27.6","29.6","29.9","30.7","30.6","30.4","30.5"
"22","1007.4","1013.0","24.5","22.0","86","1.4","340","3.2","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.5","1013.1","24.3","21.8","86","1.7","360","3.6","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1006.9","1012.5","23.9","21.8","88","1.0","360","3.9","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
