"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1013.4","1019.2","12.4","12.2","99","0.3","260","1.4","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1013.2","1019.0","12.4","12.2","99","0.1","0","0.7","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1013.0","1018.8","12.3","11.7","96","0.3","140","0.8","130","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1013.1","1018.9","12.3","12.1","99","0.5","80","1.4","40","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1012.9","1018.7","12.2","11.6","96","0.9","320","1.8","310","0.0","0.0","--","0.00","--","0","--","16.9","19.5","20.0","22.1","23.2","24.7","27.9"
"06","1013.0","1018.8","11.8","11.3","97","1.4","50","2.0","50","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1012.9","1018.7","12.4","11.9","97","0.6","220","2.0","60","0.0","0.0","0.2","0.06","--","0","--","--","--","--","--","--","--","--"
"08","1013.4","1019.2","14.9","13.8","93","0.2","0","1.8","210","0.0","0.0","1.0","0.57","20.0","0","1.0","--","--","--","--","--","--","--"
"09","1013.7","1019.4","17.1","13.4","79","0.6","340","2.0","360","0.0","0.0","1.0","1.25","20.0","2","1.0","18.8","19.2","19.7","21.6","22.9","24.6","27.9"
"10","1013.3","1019.0","20.0","13.5","66","0.4","270","1.9","340","0.0","0.0","1.0","1.90","--","3","--","--","--","--","--","--","--","--"
"11","1012.7","1018.3","22.0","13.9","60","1.2","230","2.6","300","0.0","0.0","1.0","2.36","30.0","5","1.0","--","--","--","--","--","--","--"
"12","1011.5","1017.1","23.4","13.3","53","0.6","320","3.8","250","0.0","0.0","1.0","2.55","--","6","--","--","--","--","--","--","--","--"
"13","1010.2","1015.8","24.5","13.1","49","1.6","200","4.4","180","0.0","0.0","0.8","2.20","--","5","--","--","--","--","--","--","--","--"
"14","1009.3","1014.9","24.6","12.9","48","1.6","280","4.0","210","0.0","0.0","1.0","2.12","20.0","4","1.0","23.7","21.5","21.9","22.0","22.7","24.5","27.9"
"15","1008.7","1014.3","24.0","13.6","52","2.1","300","5.0","320","0.0","0.0","1.0","1.57","--","2","--","--","--","--","--","--","--","--"
"16","1009.0","1014.6","22.3","13.1","56","2.7","330","5.7","310","0.0","0.0","1.0","0.91","--","1","--","--","--","--","--","--","--","--"
"17","1009.6","1015.2","21.0","13.5","62","1.4","330","3.9","340","0.0","0.0","0.4","0.25","30.0","0","1.0","--","--","--","--","--","--","--"
"18","1010.0","1015.7","19.2","14.0","72","1.6","320","3.0","320","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"19","1010.5","1016.2","18.0","14.5","80","0.5","140","2.2","350","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1010.9","1016.6","17.2","15.2","88","0.1","0","1.1","140","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1011.2","1017.0","16.2","15.7","97","0.4","190","1.8","140","0.0","0.0","--","0.00","--","0","--","19.8","21.4","21.8","22.8","23.3","24.4","27.8"
"22","1011.4","1017.2","16.0","15.8","99","0.3","180","1.3","150","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1011.0","1016.8","15.5","15.3","99","0.5","140","1.6","140","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1010.9","1016.7","14.9","14.4","97","0.5","230","1.4","120","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
