"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1016.8","1022.6","16.3","14.7","90","0.1","0","1.6","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1016.7","1022.5","16.1","15.8","98","0.2","0","0.7","80","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1016.6","1022.4","16.1","15.6","97","0.2","0","1.5","110","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1016.4","1022.2","15.7","15.5","99","0.4","100","1.2","110","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1016.5","1022.3","14.8","14.3","97","1.4","30","2.1","340","0.0","0.0","--","0.00","--","0","--","17.8","18.7","19.0","20.1","20.7","21.5","24.5"
"06","1016.8","1022.6","15.2","15.0","99","0.8","30","2.3","30","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1016.5","1022.3","16.7","13.6","82","1.2","100","4.5","100","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"08","1017.2","1022.9","18.1","12.8","71","2.6","80","5.1","50","0.0","0.0","0.0","0.19","20.0","0","10.0","--","--","--","--","--","--","--"
"09","1017.3","1023.0","20.0","12.3","61","3.1","100","6.5","80","0.0","0.0","0.0","0.49","30.0","1","10.0","18.9","18.6","18.9","19.9","20.6","21.5","24.5"
"10","1017.5","1023.2","20.7","14.1","66","1.3","350","6.7","90","0.0","0.0","0.0","0.93","--","2","--","--","--","--","--","--","--","--"
"11","1016.7","1022.4","21.9","13.6","59","1.8","320","3.4","320","0.0","0.0","0.0","1.46","20.0","3","9.0","--","--","--","--","--","--","--"
"12","1015.6","1021.2","22.9","14.2","58","2.7","330","5.1","330","0.0","0.0","0.2","1.88","--","4","--","--","--","--","--","--","--","--"
"13","1014.5","1020.1","23.5","14.5","57","2.1","340","5.3","340","0.0","0.0","0.9","2.19","--","5","--","--","--","--","--","--","--","--"
"14","1014.1","1019.7","22.7","15.3","63","3.1","330","6.1","320","0.0","0.0","0.5","1.90","25.0","4","9.0","21.9","20.2","20.4","20.3","20.6","21.5","24.5"
"15","1013.9","1019.5","22.1","15.5","66","2.2","330","5.6","340","0.0","0.0","0.0","1.16","--","2","--","--","--","--","--","--","--","--"
"16","1013.5","1019.2","21.9","15.5","67","2.4","330","4.2","330","0.0","0.0","0.6","0.93","--","1","--","--","--","--","--","--","--","--"
"17","1013.6","1019.3","20.5","15.1","71","1.7","330","3.9","310","0.0","0.0","0.6","0.33","30.0","0","1.0","--","--","--","--","--","--","--"
"18","1013.9","1019.6","18.7","15.0","79","1.0","360","4.0","330","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"19","1014.5","1020.2","17.5","15.8","90","1.7","10","2.9","350","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1014.7","1020.5","16.4","16.2","99","0.5","80","2.6","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1015.0","1020.8","16.1","15.9","99","1.4","40","2.0","40","0.0","0.0","--","0.00","--","0","--","18.8","20.1","20.4","21.0","21.1","21.5","24.5"
"22","1015.0","1020.8","15.5","14.9","96","0.5","110","1.6","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1015.1","1020.9","15.0","14.5","97","0.7","210","1.4","290","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1014.9","1020.7","14.2","13.7","97","0.2","0","1.4","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
