"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","995.3","1000.7","28.5","27.6","95","0.9","40","5.7","170","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","994.4","999.8","27.6","27.3","98","0.6","330","2.7","20","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","994.4","999.8","27.4","27.1","98","0.7","180","1.9","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","993.9","999.4","26.7","26.5","99","1.9","170","4.6","170","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","994.5","1000.0","26.8","26.3","97","1.3","20","4.0","180","0.0","0.0","--","0.00","--","0","--","29.4","30.1","30.3","31.1","31.3","31.2","31.0"
"06","994.8","1000.3","26.6","26.1","97","1.2","30","2.1","50","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","995.1","1000.5","27.6","26.9","96","1.4","140","2.2","160","0.0","0.0","0.0","0.16","--","0","--","--","--","--","--","--","--","--"
"08","996.2","1001.6","29.0","27.4","91","1.9","170","4.1","160","0.0","0.0","0.6","0.88","25.0","1","4.0","--","--","--","--","--","--","--"
"09","996.5","1001.9","29.3","27.3","89","1.5","160","4.4","200","0.0","0.0","0.1","0.91","20.0","2","7.0","30.8","30.0","30.2","30.9","31.1","31.2","31.0"
"10","996.9","1002.3","30.8","28.2","86","2.3","190","4.9","190","0.0","0.0","0.2","1.41","--","4","--","--","--","--","--","--","--","--"
"11","997.0","1002.4","30.5","27.5","84","2.7","200","6.3","180","0.0","0.0","0.0","1.29","30.0","5","5.0","--","--","--","--","--","--","--"
"12","996.8","1002.2","30.3","27.1","83","2.8","200","6.7","210","0.0","0.0","0.1","1.15","--","4","--","--","--","--","--","--","--","--"
"13","996.4","1001.8","29.3","27.7","91","1.6","190","7.8","210","T","0.4","0.0","0.66","--","3","--","--","--","--","--","--","--","--"
"14","996.1","1001.5","29.5","28.4","94","1.0","210","3.7","220","T","0.2","0.0","0.56","25.0","2","6.0","30.9","30.7","30.9","31.0","31.0","31.1","31.0"
"15","995.9","1001.3","29.5","28.8","96","0.5","120","2.2","210","T","0.4","0.0","0.44","--","1","--","--","--","--","--","--","--","--"
"16","996.6","1002.0","29.6","29.1","97","1.2","340","3.0","340","T","0.2","0.0","0.42","--","1","--","--","--","--","--","--","--","--"
"17","996.5","1001.9","29.3","27.3","89","1.0","330","2.9","310","0.0","0.0","0.0","0.33","30.0","0","6.0","--","--","--","--","--","--","--"
"18","997.0","1002.4","29.0","28.5","97","1.2","290","2.6","300","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"19","997.3","1002.7","28.2","27.5","96","1.0","30","2.2","340","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","997.9","1003.3","28.1","27.6","97","1.7","60","2.8","50","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","998.2","1003.7","27.8","27.5","98","1.7","340","3.5","330","T","0.3","--","0.00","--","0","--","29.7","30.4","30.6","31.2","31.1","31.1","31.0"
"22","999.1","1004.6","27.8","27.5","98","0.3","140","3.4","360","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","999.2","1004.7","27.6","26.9","96","1.9","340","4.2","330","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","999.4","1004.9","27.1","26.8","98","1.2","20","3.4","270","T","0.3","--","0.00","--","0","--","--","--","--","--","--","--","--"
