"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1000.3","1005.8","26.1","25.9","99","0.3","150","1.9","130","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1000.1","1005.6","26.0","25.7","98","2.9","190","6.0","190","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1000.4","1005.9","25.5","25.3","99","1.8","180","7.4","190","1.0","0.7","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1001.2","1006.7","25.5","25.3","99","1.0","160","3.8","180","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1002.0","1007.5","25.0","24.8","99","2.6","170","6.9","200","3.5","0.7","--","0.00","--","0","--","27.8","29.3","29.6","30.7","31.1","31.2","31.1"
"06","1001.9","1007.4","25.0","24.8","99","2.7","180","7.2","160","2.0","0.7","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1002.7","1008.2","25.2","25.0","99","1.0","160","4.5","170","1.5","0.6","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"08","1003.1","1008.6","25.5","25.3","99","1.6","180","3.6","180","0.5","0.5","0.0","0.19","20.0","0","10.0","--","--","--","--","--","--","--"
"09","1003.2","1008.7","26.0","25.7","98","1.4","170","4.6","210","T","1.0","0.0","0.41","25.0","1","10.0","28.3","28.8","29.1","30.3","30.8","31.2","31.1"
"10","1002.9","1008.4","26.4","25.9","97","1.1","130","3.9","140","0.5","0.3","0.0","0.67","--","2","--","--","--","--","--","--","--","--"
"11","1003.0","1008.5","28.6","27.2","92","1.5","210","3.8","200","T","0.1","0.0","1.35","50.0","5","10.0","--","--","--","--","--","--","--"
"12","1003.2","1008.7","28.5","27.1","92","3.1","210","6.5","210","T","0.2","0.0","1.25","--","5","--","--","--","--","--","--","--","--"
"13","1003.1","1008.6","28.1","26.3","90","3.5","200","10.6","220","T","0.2","0.1","1.66","--","7","--","--","--","--","--","--","--","--"
"14","1002.5","1008.0","26.8","26.3","97","2.7","200","9.7","190","0.5","0.7","0.0","0.70","15.0","3","10.0","28.7","29.5","29.9","30.3","30.6","31.1","31.1"
"15","1002.8","1008.3","26.6","25.7","95","4.2","190","10.2","180","0.5","1.0","0.0","0.39","--","1","--","--","--","--","--","--","--","--"
"16","1002.9","1008.4","26.3","25.8","97","2.7","210","8.3","190","0.5","0.7","0.0","0.27","--","1","--","--","--","--","--","--","--","--"
"17","1004.2","1009.7","25.8","25.3","97","1.8","210","5.4","190","0.5","0.7","0.0","0.16","20.0","0","10.0","--","--","--","--","--","--","--"
"18","1005.0","1010.5","25.4","25.2","99","2.3","170","6.8","180","3.5","0.9","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"19","1005.3","1010.8","25.3","25.1","99","1.1","170","3.6","180","1.0","0.4","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1006.2","1011.8","25.0","24.8","99","1.0","130","2.6","220","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1006.9","1012.5","25.0","24.8","99","0.2","0","1.9","90","T","0.1","--","0.00","--","0","--","27.7","28.9","29.2","30.2","30.6","30.9","31.1"
"22","1007.6","1013.2","25.1","24.9","99","1.1","160","2.6","130","0.5","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.0","1012.6","25.1","24.9","99","0.7","280","3.1","200","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1006.7","1012.3","25.1","24.9","99","0.6","70","1.4","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
