"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","紫外線指數","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","UVI","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1006.3","1011.8","26.5","24.0","86","0.1","0","1.5","130","0.0","0.0","--","0.00","0","--","--","--","--","--","--","--"
"02","1006.2","1011.7","26.3","24.3","89","0.2","0","1.2","80","0.0","0.0","--","0.00","0","--","--","--","--","--","--","--"
"03","1006.1","1011.6","25.8","24.4","92","0.8","130","1.6","100","0.0","0.0","--","0.00","0","--","--","--","--","--","--","--"
"04","1006.0","1011.5","25.9","24.3","91","0.4","160","1.9","210","0.0","0.0","--","0.00","0","--","--","--","--","--","--","--"
"05","1006.2","1011.7","25.5","24.1","92","0.7","200","1.9","120","0.0","0.0","--","0.00","0","28.9","28.6","28.7","29.2","29.1","28.3","27.2"
"06","1006.6","1012.1","26.1","23.4","85","0.9","180","2.4","110","0.0","0.0","0.2","0.08","0","--","--","--","--","--","--","--"
"07","1007.0","1012.5","28.3","23.0","73","1.7","130","3.1","140","0.0","0.0","1.0","0.70","1","--","--","--","--","--","--","--"
"08","1007.1","1012.6","30.2","24.1","70","1.6","160","3.9","160","0.0","0.0","1.0","1.57","2","--","--","--","--","--","--","--"
"09","1006.9","1012.3","31.1","24.0","66","2.1","170","4.7","150","0.0","0.0","1.0","2.34","5","31.1","28.5","28.5","28.9","28.9","28.3","27.2"
"10","1006.7","1012.1","31.4","24.8","68","2.1","230","6.1","200","0.0","0.0","0.6","2.35","6","--","--","--","--","--","--","--"
"11","1006.3","1011.7","33.5","24.7","60","2.7","230","6.9","220","0.0","0.0","1.0","3.04","10","--","--","--","--","--","--","--"
"12","1006.0","1011.4","32.4","26.0","69","4.7","280","9.3","260","0.0","0.0","0.9","3.39","11","--","--","--","--","--","--","--"
"13","1005.3","1010.7","32.3","25.4","67","4.7","280","9.3","270","0.0","0.0","0.7","3.23","11","--","--","--","--","--","--","--"
"14","1004.3","1009.7","32.3","25.9","69","4.1","280","8.1","290","0.0","0.0","0.7","2.99","9","32.7","30.0","30.2","29.4","28.9","28.3","27.2"
"15","1003.8","1009.2","32.5","24.8","64","3.0","270","7.0","280","0.0","0.0","0.6","2.50","6","--","--","--","--","--","--","--"
"16","1003.7","1009.1","31.8","24.9","67","3.6","280","7.7","300","0.0","0.0","0.6","2.05","4","--","--","--","--","--","--","--"
"17","1004.1","1009.6","29.1","23.6","72","1.9","100","6.8","290","0.0","0.0","0.0","0.53","1","--","--","--","--","--","--","--"
"18","1004.3","1009.8","28.4","24.4","79","2.1","90","3.6","80","T","0.1","0.0","0.11","0","--","--","--","--","--","--","--"
"19","1005.1","1010.6","27.6","25.2","87","0.9","140","3.6","150","T","0.2","0.0","0.00","0","--","--","--","--","--","--","--"
"20","1005.7","1011.2","27.3","25.0","87","0.8","190","1.9","190","T","0.1","--","0.00","0","--","--","--","--","--","--","--"
"21","1006.3","1011.8","27.6","25.4","88","1.0","90","2.2","170","0.0","0.0","--","0.00","0","30.5","30.1","30.2","30.1","29.5","28.4","27.3"
"22","1006.8","1012.3","27.2","24.9","87","0.3","60","2.0","140","0.0","0.0","--","0.00","0","--","--","--","--","--","--","--"
"23","1006.9","1012.4","26.7","24.9","90","0.7","200","1.6","190","0.0","0.0","--","0.00","0","--","--","--","--","--","--","--"
"24","1006.2","1011.7","27.1","24.6","86","0.9","120","1.9","110","0.0","0.0","--","0.00","0","--","--","--","--","--","--","--"
