"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1001.2","1006.7","26.7","25.1","91","0.2","0","3.0","140","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1000.9","1006.4","26.7","26.2","97","0.5","130","1.4","140","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1000.7","1006.2","26.9","25.3","91","1.5","160","3.1","150","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1000.9","1006.4","27.0","25.6","92","0.9","170","2.9","140","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1001.2","1006.7","27.0","25.8","93","0.6","170","2.6","170","0.0","0.0","--","0.00","--","0","--","29.0","30.2","30.4","31.5","31.7","31.3","29.3"
"06","1002.0","1007.5","26.7","26.2","97","0.8","280","2.2","160","T","0.3","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"07","1002.2","1007.7","27.4","27.1","98","0.3","120","1.5","310","T","0.1","0.1","0.25","--","0","--","--","--","--","--","--","--","--"
"08","1002.4","1007.9","28.6","26.6","89","1.3","200","3.0","150","0.0","0.0","0.9","0.94","40.0","1","1.0","--","--","--","--","--","--","--"
"09","1002.1","1007.5","29.9","26.3","81","1.2","190","4.3","170","0.0","0.0","0.9","1.92","40.0","4","3.0","31.1","30.2","30.3","31.1","31.5","31.3","29.3"
"10","1001.8","1007.2","31.1","24.5","68","2.1","210","5.0","200","0.0","0.0","0.9","2.65","--","7","--","--","--","--","--","--","--","--"
"11","1001.4","1006.8","32.0","24.9","66","2.2","190","4.8","200","0.0","0.0","1.0","3.21","40.0","10","2.0","--","--","--","--","--","--","--"
"12","1001.0","1006.4","33.2","24.4","60","1.9","220","6.1","190","0.0","0.0","0.9","3.44","--","11","--","--","--","--","--","--","--","--"
"13","1000.5","1005.9","32.7","25.0","64","1.6","210","4.9","180","0.0","0.0","0.7","2.84","--","10","--","--","--","--","--","--","--","--"
"14","999.4","1004.7","34.2","25.1","59","1.7","240","5.1","220","0.0","0.0","0.9","3.20","60.0","9","3.0","34.0","32.3","32.9","31.8","31.5","31.2","29.3"
"15","998.6","1004.0","33.7","25.4","62","1.9","270","5.5","260","0.0","0.0","0.9","2.79","--","7","--","--","--","--","--","--","--","--"
"16","997.7","1003.1","33.2","25.2","63","2.2","240","6.1","270","0.0","0.0","1.0","2.03","--","4","--","--","--","--","--","--","--","--"
"17","998.2","1003.6","32.5","24.0","61","1.8","240","5.4","260","0.0","0.0","1.0","1.20","60.0","1","1.0","--","--","--","--","--","--","--"
"18","998.6","1004.0","31.0","24.9","70","1.9","260","4.6","220","0.0","0.0","0.9","0.41","--","0","--","--","--","--","--","--","--","--"
"19","999.1","1004.5","29.6","25.2","77","1.2","250","4.2","260","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","999.7","1005.1","28.9","25.7","83","0.9","220","2.8","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1000.7","1006.2","28.8","26.4","87","0.6","210","2.5","230","0.0","0.0","--","0.00","--","0","--","30.7","32.0","32.2","32.7","32.2","31.3","29.3"
"22","1000.4","1005.9","28.4","26.8","91","0.8","190","2.2","200","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1000.0","1005.5","28.5","27.1","92","1.3","180","3.9","190","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","999.6","1005.1","28.2","26.8","92","1.2","180","3.5","190","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
