"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","998.3","1003.8","26.7","25.5","93","1.8","200","5.7","210","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","998.5","1004.0","27.3","25.3","89","2.0","190","5.8","200","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","999.0","1004.5","26.6","25.7","95","1.1","200","4.1","160","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","999.4","1004.9","26.2","25.5","96","1.8","140","3.3","120","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","999.9","1005.4","27.0","25.2","90","2.2","130","4.4","130","0.0","0.0","--","0.00","--","0","--","24.5","26.0","26.1","26.7","27.0","28.1","28.7"
"06","1000.8","1006.3","27.1","26.1","94","1.5","200","4.5","160","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"07","1001.6","1007.1","27.8","25.6","88","2.0","160","4.5","150","0.0","0.0","0.0","0.23","--","0","--","--","--","--","--","--","--","--"
"08","1002.0","1007.4","29.4","25.8","81","2.0","180","4.6","160","0.0","0.0","0.4","0.90","60.0","2","1.0","--","--","--","--","--","--","--"
"09","1001.9","1007.3","30.6","25.9","76","1.7","170","4.4","160","0.0","0.0","1.0","1.75","60.0","4","1.0","27.2","26.4","26.5","26.7","27.0","28.1","28.7"
"10","1002.1","1007.5","31.8","26.1","72","1.5","180","4.6","140","0.0","0.0","1.0","2.33","--","7","--","--","--","--","--","--","--","--"
"11","1002.0","1007.4","32.2","26.5","72","3.2","220","7.4","230","0.0","0.0","0.9","2.40","50.0","9","1.0","--","--","--","--","--","--","--"
"12","1002.4","1007.8","32.5","26.6","71","3.4","200","9.5","180","0.0","0.0","0.7","2.65","--","10","--","--","--","--","--","--","--","--"
"13","1002.2","1007.6","33.4","26.7","68","3.0","210","9.5","180","0.0","0.0","0.5","2.61","--","10","--","--","--","--","--","--","--","--"
"14","1002.2","1007.6","32.6","26.4","70","2.8","220","8.1","210","0.0","0.0","0.5","2.48","60.0","9","10.0","30.4","29.1","29.2","27.7","27.3","28.1","28.7"
"15","1002.6","1008.0","32.2","25.6","68","2.9","210","9.9","200","0.0","0.0","0.0","1.17","--","4","--","--","--","--","--","--","--","--"
"16","1002.9","1008.3","31.6","25.5","70","3.4","210","10.7","200","0.0","0.0","0.0","1.20","--","3","--","--","--","--","--","--","--","--"
"17","1002.9","1008.3","30.3","24.9","73","2.7","200","8.9","230","0.0","0.0","0.0","0.54","60.0","1","10.0","--","--","--","--","--","--","--"
"18","1003.4","1008.9","29.7","25.0","76","2.0","200","10.4","200","0.0","0.0","0.0","0.21","--","0","--","--","--","--","--","--","--","--"
"19","1004.5","1010.0","28.9","25.9","84","0.9","170","4.1","190","T","0.1","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"20","1004.6","1010.1","28.6","26.0","86","0.6","140","3.2","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1004.9","1010.4","27.9","26.7","93","0.7","340","1.8","120","0.0","0.0","--","0.00","--","0","--","26.9","29.0","29.1","28.8","28.2","28.3","28.7"
"22","1005.0","1010.5","27.8","26.7","94","0.7","30","1.3","60","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1005.2","1010.7","27.4","26.7","96","0.8","360","1.6","40","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1005.1","1010.6","27.2","26.5","96","1.2","50","1.9","50","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
