"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","999.0","1004.5","28.4","25.4","84","1.2","130","3.0","140","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","998.7","1004.2","28.2","25.4","85","0.6","180","2.4","120","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","998.7","1004.2","28.0","25.2","85","1.4","130","2.4","140","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","998.5","1004.0","27.6","25.2","87","1.3","150","2.0","130","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","998.9","1004.4","27.3","24.8","86","1.5","150","2.4","140","0.0","0.0","--","0.00","--","0","--","22.5","30.5","30.7","31.6","31.7","31.4","29.3"
"06","999.2","1004.7","27.1","25.3","90","0.9","130","1.9","130","0.0","0.0","0.1","0.03","--","0","--","--","--","--","--","--","--","--"
"07","999.9","1005.3","29.0","25.6","82","0.6","90","1.9","120","0.0","0.0","1.0","0.49","--","0","--","--","--","--","--","--","--","--"
"08","1000.1","1005.5","31.3","25.2","70","1.4","180","3.4","210","0.0","0.0","1.0","1.55","60.0","2","3.0","--","--","--","--","--","--","--"
"09","1000.0","1005.4","31.3","24.9","69","1.3","210","3.6","200","0.0","0.0","1.0","1.93","60.0","4","3.0","23.7","30.5","30.6","31.2","31.5","31.4","29.3"
"10","1000.1","1005.5","32.4","26.0","69","1.3","200","4.1","220","0.0","0.0","0.8","2.18","--","6","--","--","--","--","--","--","--","--"
"11","999.7","1005.1","33.4","25.9","65","2.1","250","5.9","270","0.0","0.0","0.8","2.96","60.0","9","3.0","--","--","--","--","--","--","--"
"12","999.5","1004.9","31.9","26.2","72","2.8","240","6.3","260","0.0","0.0","0.5","2.23","--","8","--","--","--","--","--","--","--","--"
"13","998.8","1004.2","32.8","24.8","63","2.4","240","6.1","260","0.0","0.0","0.8","2.59","--","10","--","--","--","--","--","--","--","--"
"14","997.8","1003.1","34.1","25.8","62","2.0","250","4.8","280","0.0","0.0","1.0","3.27","50.0","10","4.0","26.3","32.5","32.8","31.9","31.5","31.3","29.3"
"15","997.4","1002.8","32.7","25.5","66","3.8","170","8.6","150","0.0","0.0","0.7","2.53","--","7","--","--","--","--","--","--","--","--"
"16","997.4","1002.8","33.4","25.7","64","3.0","160","8.1","190","0.0","0.0","0.8","1.85","--","4","--","--","--","--","--","--","--","--"
"17","997.8","1003.2","33.6","25.9","64","2.0","230","6.5","200","0.0","0.0","1.0","1.36","60.0","2","4.0","--","--","--","--","--","--","--"
"18","998.4","1003.8","32.3","25.9","69","2.0","220","5.9","260","0.0","0.0","0.7","0.46","--","0","--","--","--","--","--","--","--","--"
"19","999.6","1005.0","30.5","25.4","74","1.9","180","4.7","230","0.0","0.0","0.1","0.06","--","0","--","--","--","--","--","--","--","--"
"20","1001.0","1006.4","29.9","25.2","76","1.9","170","4.8","200","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1001.6","1007.0","29.6","25.6","79","1.7","100","3.5","180","0.0","0.0","--","0.00","--","0","--","25.1","32.3","32.4","32.6","32.1","31.4","29.4"
"22","1001.7","1007.2","29.1","25.5","81","1.3","110","3.6","120","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1001.3","1006.8","28.9","25.7","83","1.5","120","2.7","130","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1001.0","1006.5","28.8","25.6","83","1.0","140","3.3","120","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
