"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1003.8","1009.3","26.4","26.2","99","0.1","0","1.3","70","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1003.4","1008.9","26.3","26.1","99","0.8","30","2.0","90","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1003.1","1008.6","26.9","26.7","99","1.4","50","2.5","50","1.5","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1003.1","1008.6","26.9","26.7","99","1.2","340","2.2","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1003.0","1008.5","26.7","26.4","98","1.1","20","2.3","10","0.0","0.0","--","0.00","--","0","--","25.8","28.5","28.7","29.2","29.3","29.2","28.4"
"06","1002.8","1008.3","26.8","26.5","98","0.5","20","2.1","40","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","1003.0","1008.5","27.1","26.9","99","0.6","30","1.4","360","T","0.1","0.0","0.15","--","0","--","--","--","--","--","--","--","--"
"08","1003.1","1008.6","28.4","27.7","96","0.2","0","1.6","340","T","0.1","0.0","0.61","15.0","1","7.0","--","--","--","--","--","--","--"
"09","1003.1","1008.6","28.8","26.6","88","0.6","300","1.4","30","0.0","0.0","0.0","0.86","35.0","3","9.0","28.1","28.6","28.7","29.1","29.2","29.2","28.4"
"10","1003.4","1008.9","28.5","27.1","92","1.3","320","2.1","330","T","0.3","0.0","0.70","--","3","--","--","--","--","--","--","--","--"
"11","1003.3","1008.8","28.5","27.8","96","0.8","70","2.2","80","0.5","0.6","0.0","0.47","15.0","2","10.0","--","--","--","--","--","--","--"
"12","1002.9","1008.4","29.0","26.0","84","1.9","100","5.2","90","T","0.2","0.1","1.62","--","7","--","--","--","--","--","--","--","--"
"13","1002.1","1007.6","27.2","26.0","93","0.2","0","3.9","130","0.5","0.5","0.0","0.56","--","3","--","--","--","--","--","--","--","--"
"14","1001.0","1006.4","29.3","24.9","77","1.7","360","3.8","350","T","0.1","0.0","1.88","60.0","8","5.0","29.0","29.5","29.7","29.3","29.2","29.3","28.4"
"15","1000.6","1006.0","31.0","23.9","66","0.4","280","4.2","320","0.0","0.0","1.0","2.81","--","9","--","--","--","--","--","--","--","--"
"16","1000.3","1005.7","32.1","23.4","60","0.5","360","3.2","350","0.0","0.0","0.8","2.13","--","5","--","--","--","--","--","--","--","--"
"17","1000.6","1006.0","31.9","22.3","57","0.9","180","2.0","190","0.0","0.0","0.6","1.33","60.0","2","8.0","--","--","--","--","--","--","--"
"18","1000.9","1006.3","30.7","25.5","74","1.2","290","3.9","280","0.0","0.0","0.2","0.56","--","1","--","--","--","--","--","--","--","--"
"19","1001.2","1006.7","27.4","24.7","85","2.8","170","7.6","180","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"20","1001.8","1007.3","27.0","25.2","90","1.0","200","5.0","160","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1002.9","1008.4","27.4","25.6","90","0.9","190","3.2","190","0.0","0.0","--","0.00","--","0","--","26.7","30.2","30.3","30.2","29.6","29.4","28.5"
"22","1003.5","1009.0","27.4","26.0","92","1.3","170","3.4","190","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1003.1","1008.6","27.4","26.2","93","1.8","160","4.1","150","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1002.7","1008.2","27.4","25.8","91","1.9","170","3.7","150","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
