"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","973.5","978.8","27.6","27.4","99","5.7","280","12.5","300","3.5","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","973.3","978.6","26.4","26.2","99","4.9","260","14.0","280","9.0","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","973.3","978.6","26.5","26.3","99","5.1","240","14.4","290","25.5","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","973.5","978.8","26.3","26.1","99","4.7","220","13.3","260","19.0","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","973.2","978.5","26.3","26.1","99","4.4","230","11.1","230","31.0","1.0","--","0.00","--","0","--","26.4","26.7","27.9","29.4","30.1","31.4","31.1"
"06","973.6","979.0","26.1","25.9","99","4.9","220","13.3","250","11.5","1.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"07","974.4","979.8","26.1","25.9","99","5.1","220","15.5","240","17.0","1.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"08","975.1","980.5","26.2","26.0","99","4.4","210","12.4","210","7.0","1.0","0.0","0.07","5.0","0","10.0","--","--","--","--","--","--","--"
"09","975.6","981.0","26.2","26.0","99","4.4","220","13.6","190","11.0","1.0","0.0","0.13","5.0","0","10.0","25.7","26.4","27.2","28.4","29.0","30.8","30.1"
"10","976.3","981.7","26.2","26.0","99","3.9","210","13.7","220","4.0","1.0","0.0","0.26","--","1","--","--","--","--","--","--","--","--"
"11","976.7","982.1","26.4","26.2","99","5.1","200","12.1","190","5.0","1.0","0.0","0.25","5.0","1","10.0","--","--","--","--","--","--","--"
"12","977.8","983.2","25.8","25.6","99","5.4","210","18.4","230","20.0","1.0","0.0","0.24","--","1","--","--","--","--","--","--","--","--"
"13","977.8","983.2","26.3","26.1","99","4.3","200","12.3","180","19.0","1.0","0.0","0.21","--","1","--","--","--","--","--","--","--","--"
"14","977.9","983.3","26.3","26.1","99","4.6","200","11.9","220","11.5","1.0","0.0","0.16","5.0","1","10.0","24.9","26.4","26.9","28.0","28.4","30.2","30.2"
"15","978.3","983.7","26.7","26.5","99","4.8","200","13.0","230","4.5","1.0","0.0","0.27","--","1","--","--","--","--","--","--","--","--"
"16","978.7","984.1","25.9","25.7","99","5.8","180","14.1","200","11.0","1.0","0.0","0.08","--","0","--","--","--","--","--","--","--","--"
"17","977.7","983.1","25.5","25.3","99","6.8","180","17.1","180","23.0","1.0","0.0","0.10","5.0","0","10.0","--","--","--","--","--","--","--"
"18","978.4","983.8","25.0","24.8","99","9.6","180","21.3","180","20.5","1.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"19","980.1","985.5","26.0","25.7","98","8.9","180","23.7","180","18.0","1.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","982.8","988.2","24.9","24.7","99","8.5","180","20.6","180","16.5","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","984.1","989.5","25.6","25.4","99","4.9","190","17.8","170","23.0","1.0","--","0.00","--","0","--","25.3","25.1","25.5","27.1","27.5","29.5","29.8"
"22","983.8","989.2","26.2","25.7","97","6.3","180","17.3","190","12.5","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","985.5","990.9","26.3","26.0","98","7.5","190","17.5","170","11.5","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","985.8","991.2","26.5","26.0","97","6.4","180","17.7","190","3.5","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
