"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1012.8","1018.5","18.3","16.1","87","3.1","360","8.4","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1012.6","1018.3","17.8","15.8","88","2.5","350","7.3","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1012.7","1018.4","17.9","15.4","85","3.0","360","6.4","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1012.9","1018.6","17.7","15.0","84","2.8","360","5.9","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1013.1","1018.8","17.7","14.6","82","2.5","360","6.8","350","0.0","0.0","--","0.00","--","0","--","20.0","21.5","21.8","23.1","23.6","24.3","26.8"
"06","1013.3","1019.0","17.5","14.4","82","2.1","360","5.5","340","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1013.6","1019.3","17.4","14.5","83","2.1","350","4.6","350","0.0","0.0","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"08","1014.0","1019.7","17.9","14.4","80","4.2","10","8.7","30","0.0","0.0","0.0","0.27","60.0","0","10.0","--","--","--","--","--","--","--"
"09","1014.0","1019.7","18.9","14.6","76","3.0","360","8.3","360","0.0","0.0","0.0","0.55","60.0","1","10.0","20.5","21.1","21.5","22.8","23.4","24.3","26.8"
"10","1013.6","1019.3","20.0","14.4","70","2.1","360","5.7","360","0.0","0.0","0.0","0.93","--","3","--","--","--","--","--","--","--","--"
"11","1012.8","1018.5","21.7","14.9","65","1.2","90","4.2","40","0.0","0.0","0.9","2.15","60.0","5","2.0","--","--","--","--","--","--","--"
"12","1012.2","1017.8","23.0","14.6","59","2.3","300","4.9","330","0.0","0.0","1.0","2.56","--","6","--","--","--","--","--","--","--","--"
"13","1011.3","1016.9","22.5","13.3","56","4.2","320","8.4","350","0.0","0.0","0.4","1.77","--","4","--","--","--","--","--","--","--","--"
"14","1010.7","1016.3","21.9","13.6","59","3.7","340","7.9","320","0.0","0.0","0.0","1.10","50.0","3","10.0","22.3","22.5","22.9","23.0","23.3","24.2","26.8"
"15","1010.8","1016.5","20.9","13.6","63","3.2","360","9.8","10","0.0","0.0","0.0","0.40","--","1","--","--","--","--","--","--","--","--"
"16","1011.6","1017.3","20.3","13.3","64","3.1","340","6.6","340","0.0","0.0","0.0","0.33","--","1","--","--","--","--","--","--","--","--"
"17","1012.4","1018.1","19.2","13.2","68","2.5","340","7.1","350","0.0","0.0","0.0","0.12","40.0","0","10.0","--","--","--","--","--","--","--"
"18","1013.0","1018.7","18.6","12.6","68","2.8","10","6.7","10","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"19","1013.6","1019.3","17.9","12.4","70","2.4","350","5.5","340","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1014.1","1019.8","17.6","12.3","71","2.2","350","4.8","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1014.5","1020.2","17.5","12.2","71","1.5","360","4.7","350","0.0","0.0","--","0.00","--","0","--","20.3","21.8","22.2","23.2","23.6","24.2","26.8"
"22","1014.6","1020.3","17.3","12.4","73","1.4","330","3.4","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1014.5","1020.3","17.1","12.6","75","1.5","320","2.7","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1014.1","1019.9","17.0","12.8","76","1.4","340","3.0","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
