"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1014.0","1019.8","16.8","12.8","77","1.6","330","3.1","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1013.8","1019.6","16.9","12.9","77","1.0","320","2.4","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1014.0","1019.8","17.0","13.1","78","0.4","360","1.6","320","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1014.1","1019.9","16.9","13.2","79","1.0","330","2.3","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1014.1","1019.9","16.7","13.6","82","0.3","50","2.1","320","0.0","0.0","--","0.00","--","0","--","19.7","21.0","21.4","22.7","23.3","24.2","26.8"
"06","1014.6","1020.4","16.6","13.7","83","0.7","310","1.7","290","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1014.7","1020.5","16.7","14.0","84","0.2","0","1.8","320","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"08","1015.0","1020.8","17.0","14.1","83","0.9","340","2.4","340","0.0","0.0","0.0","0.30","40.0","0","3.0","--","--","--","--","--","--","--"
"09","1014.9","1020.6","18.8","14.1","74","1.0","280","2.3","340","0.0","0.0","0.9","1.09","30.0","1","1.0","20.5","20.8","21.2","22.4","23.1","24.1","26.8"
"10","1014.9","1020.6","20.5","14.4","68","1.1","360","2.4","300","0.0","0.0","1.0","1.79","--","3","--","--","--","--","--","--","--","--"
"11","1014.0","1019.7","22.0","14.7","63","X","X","3.3","10","0.0","0.0","0.7","1.58","20.0","5","1.0","--","--","--","--","--","--","--"
"12","1012.7","1018.3","23.2","14.8","59","1.0","230","3.7","290","0.0","0.0","1.0","2.50","--","6","--","--","--","--","--","--","--","--"
"13","1011.6","1017.2","24.3","15.3","57","0.9","240","3.8","320","0.0","0.0","1.0","2.49","--","5","--","--","--","--","--","--","--","--"
"14","1010.6","1016.2","24.6","14.7","54","0.8","280","3.6","260","0.0","0.0","1.0","2.09","20.0","4","2.0","25.1","22.7","22.9","22.8","23.1","24.1","26.7"
"15","1010.2","1015.8","24.6","14.4","53","1.2","320","3.9","320","0.0","0.0","1.0","1.64","--","2","--","--","--","--","--","--","--","--"
"16","1010.4","1016.0","23.4","15.2","60","3.2","300","6.2","310","0.0","0.0","1.0","0.95","--","1","--","--","--","--","--","--","--","--"
"17","1011.0","1016.6","21.8","15.4","67","2.1","320","5.4","350","0.0","0.0","0.4","0.25","35.0","0","1.0","--","--","--","--","--","--","--"
"18","1011.5","1017.2","20.3","15.1","72","1.6","340","4.8","350","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"19","1012.1","1017.8","19.4","15.3","77","0.9","360","3.9","340","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1012.4","1018.1","18.4","16.0","86","0.6","220","1.5","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1012.8","1018.5","17.9","16.2","90","0.4","190","1.8","180","0.0","0.0","--","0.00","--","0","--","20.8","22.3","22.6","23.4","23.6","24.1","26.7"
"22","1012.8","1018.5","16.8","16.0","95","0.1","0","1.3","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1012.6","1018.4","16.4","16.2","99","0.5","200","1.3","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1012.4","1018.2","15.8","15.3","97","0.6","260","1.5","100","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
