"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1003.2","1008.7","27.5","24.6","84","1.0","130","2.9","120","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1002.7","1008.2","27.9","23.3","76","2.5","90","4.3","90","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1002.3","1007.8","27.2","23.0","78","1.5","100","4.8","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1002.1","1007.6","26.4","24.6","90","0.4","140","1.9","90","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1002.1","1007.6","26.4","25.0","92","0.6","50","2.1","130","0.0","0.0","--","0.00","--","0","--","29.1","30.7","30.9","32.1","32.3","31.8","30.5"
"06","1002.7","1008.2","26.5","24.9","91","0.7","70","2.7","90","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","1003.2","1008.7","27.9","25.7","88","0.7","140","1.6","160","0.0","0.0","0.0","0.26","--","0","--","--","--","--","--","--","--","--"
"08","1003.4","1008.9","29.7","26.1","81","0.3","270","1.4","280","0.0","0.0","0.9","1.01","40.0","1","1.0","--","--","--","--","--","--","--"
"09","1003.9","1009.3","31.3","26.6","76","0.7","330","2.8","340","0.0","0.0","0.9","1.85","25.0","3","5.0","31.6","30.6","30.8","31.6","32.0","31.8","30.6"
"10","1004.0","1009.4","31.1","25.7","73","1.1","260","3.3","260","0.0","0.0","0.6","2.13","--","5","--","--","--","--","--","--","--","--"
"11","1003.7","1009.1","32.8","25.9","67","1.6","140","3.9","270","0.0","0.0","0.7","2.74","30.0","7","6.0","--","--","--","--","--","--","--"
"12","1003.3","1008.7","32.8","24.8","63","1.5","270","4.7","300","0.0","0.0","0.7","2.73","--","8","--","--","--","--","--","--","--","--"
"13","1002.7","1008.1","33.4","26.5","67","2.5","300","5.5","280","0.0","0.0","0.9","3.26","--","9","--","--","--","--","--","--","--","--"
"14","1002.3","1007.7","33.7","26.7","67","2.9","280","6.0","270","0.0","0.0","0.6","2.56","20.0","6","7.0","34.8","32.7","33.2","32.3","31.9","31.7","31.0"
"15","1001.8","1007.2","32.8","26.9","71","3.7","280","6.9","310","0.0","0.0","0.8","2.51","--","5","--","--","--","--","--","--","--","--"
"16","1001.9","1007.3","31.2","26.5","76","3.0","340","8.0","310","0.0","0.0","0.2","1.15","--","2","--","--","--","--","--","--","--","--"
"17","1001.8","1007.2","30.3","27.7","86","2.2","30","6.1","360","T","0.1","0.0","0.34","20.0","1","8.0","--","--","--","--","--","--","--"
"18","1002.6","1008.1","28.5","24.7","80","3.1","170","8.2","160","0.0","0.0","0.0","0.16","--","0","--","--","--","--","--","--","--","--"
"19","1002.7","1008.2","28.5","24.5","79","1.1","140","4.4","190","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1002.8","1008.3","28.1","24.7","82","0.4","50","2.4","130","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1003.0","1008.5","28.0","25.6","87","0.2","0","1.5","160","0.0","0.0","--","0.00","--","0","--","30.7","32.1","32.4","32.9","32.5","31.7","31.0"
"22","1003.0","1008.5","27.5","26.6","95","0.6","240","1.6","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1003.0","1008.5","27.6","26.5","94","0.6","100","1.5","110","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1002.8","1008.3","27.1","26.4","96","1.0","360","1.6","150","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
