"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1002.3","1007.8","28.3","26.9","92","1.9","170","3.4","150","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1001.5","1007.0","28.1","26.7","92","1.0","150","3.1","170","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1000.7","1006.2","27.7","26.3","92","1.3","120","2.9","160","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1000.7","1006.2","27.1","26.4","96","0.1","0","2.1","120","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1001.1","1006.6","26.6","26.1","97","0.6","170","1.7","140","0.0","0.0","--","0.00","--","0","--","22.7","30.5","30.7","31.6","31.8","31.5","29.4"
"06","1001.6","1007.1","27.3","25.9","92","1.1","140","2.1","140","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","1002.1","1007.6","27.6","25.8","90","1.2","120","2.4","90","0.0","0.0","0.0","0.28","--","0","--","--","--","--","--","--","--","--"
"08","1002.7","1008.1","29.6","26.8","85","0.1","0","1.9","130","0.0","0.0","0.2","0.64","50.0","1","4.0","--","--","--","--","--","--","--"
"09","1002.8","1008.2","31.0","25.4","72","1.7","180","4.0","190","0.0","0.0","1.0","2.10","60.0","4","3.0","23.6","30.4","30.5","31.3","31.6","31.5","29.4"
"10","1002.2","1007.6","31.8","25.9","71","1.0","200","4.3","160","0.0","0.0","0.9","2.79","--","7","--","--","--","--","--","--","--","--"
"11","1001.9","1007.3","33.4","26.2","66","2.0","190","5.0","180","0.0","0.0","0.7","2.74","60.0","9","5.0","--","--","--","--","--","--","--"
"12","1001.0","1006.4","34.2","25.3","60","1.8","240","5.6","240","0.0","0.0","0.9","3.69","--","12","--","--","--","--","--","--","--","--"
"13","1001.2","1006.7","27.4","26.7","96","3.3","360","9.0","290","0.5","0.3","0.1","0.67","--","3","--","--","--","--","--","--","--","--"
"14","1000.8","1006.3","26.2","26.0","99","2.8","80","6.2","100","40.5","0.8","0.0","0.26","10.0","1","10.0","22.6","30.3","31.5","32.0","31.6","31.4","29.4"
"15","1001.4","1006.9","25.3","25.0","98","3.4","160","12.5","130","17.0","0.5","0.0","0.25","--","1","--","--","--","--","--","--","--","--"
"16","1001.3","1006.8","25.8","25.6","99","1.5","130","5.9","120","15.0","1.0","0.0","0.37","--","1","--","--","--","--","--","--","--","--"
"17","1001.0","1006.5","25.8","25.6","99","1.6","190","3.2","120","1.0","0.8","0.0","0.27","8.0","1","10.0","--","--","--","--","--","--","--"
"18","1000.6","1006.1","25.9","25.7","99","1.8","160","4.7","150","1.0","0.6","0.0","0.19","--","0","--","--","--","--","--","--","--","--"
"19","1001.3","1006.8","26.1","25.9","99","0.9","190","4.0","150","T","0.1","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"20","1002.2","1007.7","26.1","25.9","99","0.6","150","2.5","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1002.5","1008.0","26.0","25.8","99","1.2","150","2.9","160","0.5","0.3","--","0.00","--","0","--","23.5","29.1","29.5","30.8","31.3","31.3","29.5"
"22","1002.7","1008.2","26.0","25.7","98","3.1","150","6.6","160","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1002.3","1007.8","25.8","25.3","97","2.4","140","6.4","170","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1001.6","1007.1","25.8","25.6","99","1.3","150","3.3","140","0.5","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
