"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","999.4","1004.9","28.1","27.0","94","1.1","200","2.8","160","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","999.1","1004.6","27.7","26.6","94","1.3","180","3.6","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","998.9","1004.4","27.5","27.0","97","1.1","170","3.8","160","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","999.1","1004.6","27.5","26.8","96","1.5","140","3.0","130","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","999.4","1004.9","27.4","25.6","90","2.0","140","3.6","150","0.0","0.0","--","0.00","--","0","--","29.4","30.6","30.8","31.8","31.9","31.4","29.3"
"06","999.9","1005.4","26.9","25.1","90","1.8","140","2.8","130","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","999.7","1005.2","28.3","24.5","80","2.3","130","3.9","120","0.0","0.0","0.9","0.40","--","0","--","--","--","--","--","--","--","--"
"08","999.7","1005.1","30.1","24.3","71","1.5","180","3.4","140","0.0","0.0","1.0","1.17","50.0","2","1.0","--","--","--","--","--","--","--"
"09","1000.0","1005.4","31.0","24.9","70","1.5","220","4.3","170","0.0","0.0","1.0","2.00","30.0","4","1.0","31.1","30.4","30.5","31.4","31.7","31.4","29.3"
"10","999.6","1005.0","32.1","25.0","66","1.7","210","4.4","230","0.0","0.0","1.0","2.78","--","7","--","--","--","--","--","--","--","--"
"11","999.3","1004.7","33.1","25.7","65","1.9","220","5.5","230","0.0","0.0","1.0","2.89","40.0","9","3.0","--","--","--","--","--","--","--"
"12","998.7","1004.1","33.5","25.5","63","2.3","240","5.6","160","0.0","0.0","0.8","3.10","--","10","--","--","--","--","--","--","--","--"
"13","997.8","1003.1","34.0","25.2","60","2.0","260","6.3","210","0.0","0.0","1.0","3.46","--","11","--","--","--","--","--","--","--","--"
"14","997.1","1002.4","34.3","25.2","59","2.4","250","5.0","250","0.0","0.0","0.9","3.34","50.0","9","3.0","34.7","32.6","33.1","32.0","31.7","31.4","29.3"
"15","996.6","1001.9","34.0","25.4","61","2.0","250","5.0","240","0.0","0.0","0.8","2.48","--","6","--","--","--","--","--","--","--","--"
"16","996.9","1002.2","33.6","25.1","61","2.2","250","5.2","260","0.0","0.0","0.7","1.71","--","3","--","--","--","--","--","--","--","--"
"17","997.6","1003.0","33.1","25.1","63","2.4","270","5.7","260","0.0","0.0","0.8","1.15","50.0","1","5.0","--","--","--","--","--","--","--"
"18","998.0","1003.4","31.6","26.0","72","2.2","280","6.1","280","0.0","0.0","0.7","0.41","--","0","--","--","--","--","--","--","--","--"
"19","998.7","1004.1","30.2","25.5","76","0.7","230","3.8","270","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","999.5","1004.9","29.7","27.1","86","0.6","220","1.4","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","999.9","1005.3","29.3","27.3","89","0.7","250","1.6","230","0.0","0.0","--","0.00","--","0","--","31.2","32.4","32.6","32.9","32.4","31.4","29.4"
"22","1000.2","1005.6","29.5","27.7","90","0.9","300","1.9","320","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1000.2","1005.6","29.2","27.4","90","1.3","260","3.1","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1000.3","1005.7","29.1","27.5","91","0.1","0","1.7","290","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
