"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1009.0","1014.6","25.9","25.0","95","1.1","320","2.2","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1008.9","1014.5","25.6","24.6","94","1.3","340","2.6","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1008.4","1014.0","25.1","24.1","94","1.1","350","2.8","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1008.6","1014.2","24.7","23.7","94","1.1","10","3.0","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1009.0","1014.6","24.6","23.7","95","0.9","30","2.4","360","0.0","0.0","--","0.00","--","0","--","27.6","28.9","29.1","30.1","30.4","30.6","30.6"
"06","1009.7","1015.3","24.2","23.7","97","0.1","0","0.8","30","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1010.3","1015.9","24.8","24.1","96","0.8","20","1.7","30","0.0","0.0","0.0","0.12","--","0","--","--","--","--","--","--","--","--"
"08","1010.6","1016.1","26.8","24.5","87","1.4","350","3.1","350","0.0","0.0","0.6","0.84","60.0","1","2.0","--","--","--","--","--","--","--"
"09","1011.2","1016.7","28.2","24.6","81","1.3","340","2.6","20","0.0","0.0","1.0","1.56","30.0","3","2.0","29.4","28.7","28.9","29.7","30.1","30.5","30.6"
"10","1011.0","1016.5","29.1","24.2","75","1.4","340","3.4","350","0.0","0.0","0.9","2.12","--","5","--","--","--","--","--","--","--","--"
"11","1010.3","1015.8","30.2","23.7","68","1.7","340","3.8","310","0.0","0.0","1.0","2.78","35.0","7","3.0","--","--","--","--","--","--","--"
"12","1009.6","1015.1","30.6","23.8","67","1.0","270","3.6","360","0.0","0.0","0.7","2.54","--","7","--","--","--","--","--","--","--","--"
"13","1008.9","1014.4","31.2","23.9","65","1.5","280","3.7","300","0.0","0.0","0.3","1.64","--","5","--","--","--","--","--","--","--","--"
"14","1008.4","1013.9","30.5","23.9","68","2.3","340","5.8","350","0.0","0.0","0.1","1.21","35.0","4","3.0","31.5","30.7","30.8","30.3","30.1","30.5","30.6"
"15","1008.3","1013.7","31.3","23.7","64","3.0","300","5.4","280","0.0","0.0","0.7","1.64","--","3","--","--","--","--","--","--","--","--"
"16","1008.4","1013.9","30.8","24.0","67","2.9","320","5.2","310","0.0","0.0","1.0","1.31","--","2","--","--","--","--","--","--","--","--"
"17","1008.7","1014.2","29.2","23.6","72","2.6","330","6.8","320","0.0","0.0","0.8","0.48","30.0","0","4.0","--","--","--","--","--","--","--"
"18","1008.9","1014.4","27.5","23.3","78","2.2","330","5.5","310","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"19","1009.4","1014.9","26.5","23.6","84","1.8","330","4.9","340","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1009.9","1015.5","25.6","23.3","87","1.6","330","3.4","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1010.4","1016.0","24.9","23.0","89","1.5","330","3.3","340","0.0","0.0","--","0.00","--","0","--","28.0","29.9","30.1","30.7","30.6","30.5","30.7"
"22","1010.3","1015.9","24.4","23.0","92","1.4","350","3.7","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1010.2","1015.8","24.7","23.7","94","1.3","350","2.5","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1009.9","1015.5","24.8","23.6","93","1.4","350","2.6","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
