"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1009.4","1015.0","24.7","23.0","90","0.4","320","2.0","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1009.0","1014.6","24.4","23.0","92","1.1","330","2.3","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1009.1","1014.7","24.1","23.1","94","0.1","0","2.1","320","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1009.0","1014.6","24.2","23.2","94","0.3","320","1.7","310","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1009.1","1014.7","24.0","23.3","96","0.1","0","0.8","90","0.0","0.0","--","0.00","--","0","--","27.3","28.5","28.7","29.8","30.2","30.5","30.7"
"06","1009.6","1015.2","23.6","23.1","97","0.1","0","0.9","20","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1009.7","1015.3","24.3","23.6","96","0.7","40","1.7","50","0.0","0.0","0.2","0.19","--","0","--","--","--","--","--","--","--","--"
"08","1010.1","1015.7","26.1","24.7","92","1.9","340","3.5","320","0.0","0.0","1.0","0.82","40.0","1","0.0","--","--","--","--","--","--","--"
"09","1010.2","1015.7","27.9","24.6","82","2.6","330","4.2","340","0.0","0.0","1.0","1.60","40.0","3","0.0","28.3","28.3","28.5","29.5","30.0","30.5","30.7"
"10","1009.9","1015.4","29.1","24.4","76","1.3","350","4.1","330","0.0","0.0","0.9","2.06","--","5","--","--","--","--","--","--","--","--"
"11","1009.1","1014.6","30.2","23.7","68","1.3","300","4.2","310","0.0","0.0","0.9","2.71","35.0","7","3.0","--","--","--","--","--","--","--"
"12","1007.9","1013.3","31.1","23.2","63","1.1","320","4.5","20","0.0","0.0","0.9","2.97","--","8","--","--","--","--","--","--","--","--"
"13","1007.0","1012.4","31.6","23.5","62","2.8","320","4.8","340","0.0","0.0","0.8","2.66","--","7","--","--","--","--","--","--","--","--"
"14","1006.2","1011.6","31.8","24.4","65","2.0","320","5.0","320","0.0","0.0","0.8","2.48","40.0","5","5.0","33.1","30.8","30.9","30.1","29.9","30.4","30.7"
"15","1005.9","1011.3","31.0","24.7","69","3.2","330","6.3","340","0.0","0.0","0.9","1.92","--","3","--","--","--","--","--","--","--","--"
"16","1006.1","1011.6","30.3","24.5","71","3.1","330","6.0","360","0.0","0.0","1.0","1.24","--","1","--","--","--","--","--","--","--","--"
"17","1006.4","1011.9","29.0","24.6","77","2.6","330","6.2","300","0.0","0.0","0.9","0.46","30.0","0","1.0","--","--","--","--","--","--","--"
"18","1006.8","1012.3","27.5","25.1","87","2.5","320","5.5","320","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"19","1007.3","1012.8","26.8","25.2","91","1.8","330","4.4","310","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1007.7","1013.2","26.4","25.4","94","1.0","330","3.1","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1008.0","1013.5","26.1","25.2","95","0.1","0","2.4","340","0.0","0.0","--","0.00","--","0","--","29.1","30.2","30.4","30.8","30.6","30.4","30.7"
"22","1008.1","1013.6","26.0","25.3","96","0.1","0","1.3","320","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.9","1013.4","26.1","25.2","95","0.2","0","1.1","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1007.4","1012.9","25.9","25.2","96","0.1","0","1.2","270","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
