"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","986.3","991.7","26.5","26.0","97","6.8","180","17.4","180","2.0","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","985.9","991.3","26.8","25.9","95","5.7","180","20.5","180","2.5","0.7","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","986.3","991.7","27.8","26.4","92","5.4","180","13.2","200","0.5","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","987.6","993.0","26.8","26.1","96","4.9","190","11.9","210","1.0","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","988.6","994.0","26.1","25.8","98","6.2","190","15.5","190","2.5","1.0","--","0.00","--","0","--","25.6","25.7","26.0","26.8","27.1","28.8","29.3"
"06","989.6","995.0","25.9","25.6","98","5.1","180","13.0","190","1.0","1.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"07","989.5","994.9","27.7","26.3","92","4.3","180","13.4","180","0.5","1.0","0.0","0.12","--","0","--","--","--","--","--","--","--","--"
"08","990.9","996.4","25.8","25.6","99","6.1","230","16.2","170","18.0","1.0","0.0","0.12","2.5","0","10.0","--","--","--","--","--","--","--"
"09","991.6","997.0","26.6","26.3","98","4.9","180","13.6","180","5.0","1.0","0.0","0.18","15.0","1","10.0","25.5","25.7","26.0","26.7","27.0","28.6","29.3"
"10","991.7","997.1","27.2","26.7","97","4.1","180","14.3","190","1.0","1.0","0.0","0.47","--","2","--","--","--","--","--","--","--","--"
"11","992.5","997.9","27.7","27.2","97","4.9","190","14.6","210","0.5","1.0","0.0","0.67","25.0","3","10.0","--","--","--","--","--","--","--"
"12","993.1","998.5","27.5","26.8","96","6.0","180","14.3","190","T","0.2","0.0","1.38","--","6","--","--","--","--","--","--","--","--"
"13","993.1","998.5","28.2","26.6","91","5.3","180","14.9","180","1.0","0.3","0.0","0.97","--","4","--","--","--","--","--","--","--","--"
"14","994.2","999.7","26.2","26.0","99","7.7","200","16.9","200","11.5","0.6","0.0","0.90","2.5","4","10.0","26.7","26.6","26.8","26.9","27.0","28.5","29.2"
"15","994.5","1000.0","25.8","25.6","99","5.0","180","16.5","190","15.5","1.0","0.0","0.14","--","1","--","--","--","--","--","--","--","--"
"16","995.1","1000.6","25.4","25.2","99","5.0","180","13.1","170","14.0","1.0","0.0","0.13","--","0","--","--","--","--","--","--","--","--"
"17","995.7","1001.2","25.6","25.4","99","2.5","180","10.8","180","5.0","1.0","0.0","0.16","12.0","0","10.0","--","--","--","--","--","--","--"
"18","997.1","1002.6","25.0","24.8","99","5.4","160","11.4","190","14.5","1.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"19","997.3","1002.8","24.9","24.7","99","4.4","160","12.0","180","2.9","1.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","997.0","1002.5","25.8","25.1","96","4.2","130","10.2","160","1.0","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","998.2","1003.7","26.8","25.0","90","3.1","170","6.4","160","T","1.0","--","0.00","--","0","--","25.2","25.9","26.1","26.8","27.0","28.2","28.8"
"22","997.5","1003.0","26.4","25.0","92","2.3","140","8.1","150","T","0.3","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","997.7","1003.2","25.7","25.2","97","2.2","130","5.7","140","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","997.5","1003.0","26.9","25.7","93","1.7","190","3.5","200","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
