"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1005.6","1011.1","25.8","24.8","94","1.2","140","3.3","90","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1005.3","1010.8","26.6","23.5","83","1.9","140","2.9","140","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1005.1","1010.6","26.7","23.0","80","1.8","110","4.6","110","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1005.0","1010.5","26.3","22.8","81","1.7","130","4.0","130","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1005.5","1011.0","25.1","23.5","91","0.1","0","3.2","90","0.0","0.0","--","0.00","--","0","--","28.5","29.8","30.1","31.5","31.9","31.6","30.5"
"06","1006.3","1011.8","25.3","24.4","95","0.3","190","1.9","100","0.0","0.0","0.2","0.06","--","0","--","--","--","--","--","--","--","--"
"07","1006.6","1012.1","28.2","22.5","71","0.7","100","2.9","140","0.0","0.0","1.0","0.57","--","0","--","--","--","--","--","--","--","--"
"08","1006.7","1012.2","30.5","22.9","64","1.1","70","3.5","80","0.0","0.0","1.0","1.42","50.0","2","4.0","--","--","--","--","--","--","--"
"09","1006.7","1012.1","32.0","25.1","67","0.9","360","3.2","360","0.0","0.0","1.0","2.33","50.0","5","4.0","30.8","30.0","30.1","31.0","31.5","31.5","30.6"
"10","1006.5","1011.9","32.4","25.0","65","2.0","320","4.4","320","0.0","0.0","0.9","2.56","--","8","--","--","--","--","--","--","--","--"
"11","1006.0","1011.4","33.5","24.7","60","1.1","350","3.4","40","0.0","0.0","1.0","3.40","60.0","11","3.0","--","--","--","--","--","--","--"
"12","1005.4","1010.8","34.3","24.6","57","0.9","360","4.2","360","0.0","0.0","1.0","3.60","--","12","--","--","--","--","--","--","--","--"
"13","1004.8","1010.2","34.7","25.0","57","2.2","330","5.6","280","0.0","0.0","0.8","3.18","--","11","--","--","--","--","--","--","--","--"
"14","1004.5","1009.9","33.9","25.9","63","2.4","310","6.1","320","0.0","0.0","0.7","2.99","50.0","9","6.0","34.2","33.4","33.8","32.1","31.5","31.4","30.6"
"15","1004.1","1009.5","34.2","26.2","63","3.2","310","7.2","340","0.0","0.0","0.9","2.86","--","7","--","--","--","--","--","--","--","--"
"16","1003.9","1009.3","33.8","25.3","61","3.7","330","7.5","330","0.0","0.0","1.0","2.15","--","5","--","--","--","--","--","--","--","--"
"17","1004.2","1009.6","33.3","25.6","64","3.3","320","8.0","340","0.0","0.0","1.0","1.67","60.0","2","8.0","--","--","--","--","--","--","--"
"18","1004.9","1010.3","32.1","25.7","69","2.4","310","7.1","330","0.0","0.0","0.4","0.56","--","0","--","--","--","--","--","--","--","--"
"19","1005.5","1010.9","31.2","27.6","81","2.1","300","4.8","310","T","0.2","0.1","0.18","--","0","--","--","--","--","--","--","--","--"
"20","1006.2","1011.7","29.8","29.1","96","0.1","0","4.2","280","T","0.6","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1006.3","1011.8","28.9","28.6","98","1.4","50","2.6","210","0.5","0.5","--","0.00","--","0","--","31.9","32.8","33.0","33.1","32.5","31.5","30.6"
"22","1006.5","1012.0","28.5","28.2","98","1.3","100","2.6","90","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1006.5","1012.0","28.6","28.3","98","0.7","170","1.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1005.9","1011.4","28.0","27.7","98","0.5","220","2.2","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
